risk_scale,agent,avg_pgf_neto,avg_pgf_bruto,avg_pgf_costo,avg_tripwire,avg_reward
0.5,control,-0.228453698885898,-0.05945369888589799,0.16899999999999998,0.02,-3.65
0.5,simbiosis,-0.5978749181439469,-0.08207491814394689,0.5158,0.09,-29.893745907197346
0.5,dqn_control,-0.633073380525539,-0.08147338052553903,0.5516,0.085,10.675
1.0,control,-0.237853698885898,-0.05945369888589799,0.1784,0.02,-3.85
1.0,simbiosis,-0.5494749181439469,-0.08207491814394689,0.4673999999999999,0.09,-27.473745907197344
1.0,dqn_control,-0.574123380525539,-0.08147338052553903,0.49265000000000003,0.085,5.025
1.5,control,-0.247253698885898,-0.05945369888589799,0.18780000000000002,0.02,-4.05
1.5,simbiosis,-0.5923749181439468,-0.08207491814394689,0.5103,0.09,-29.618745907197344
1.5,dqn_control,-0.569069991984298,-0.09512651372342841,0.4739434782608696,0.11,0.125
2.0,control,-0.25665369888589795,-0.05945369888589799,0.1972,0.02,-4.25
2.0,simbiosis,-0.635274918143947,-0.08207491814394689,0.5532,0.09,-31.763745907197343
2.0,dqn_control,-0.6597600405520732,-0.0823100405520731,0.57745,0.085,1.725
3.0,control,-0.27620547347231905,-0.059955473472319054,0.21625,0.02,-5.025
3.0,simbiosis,-0.5948997877401987,-0.10377167191616579,0.49112811582403304,0.14,-28.66317286604138
3.0,dqn_control,-0.5887568786444682,-0.0796799692063886,0.5090769094380796,0.065,0.225
