risk_scale,agent,avg_pgf_neto,avg_pgf_bruto,avg_pgf_costo,avg_tripwire,avg_reward
0.5,control,-0.203407397771796,-0.11890739777179599,0.08449999999999999,0.02,-3.65
0.5,simbiosis,-0.44614074715822133,-0.16839074715822128,0.27775,0.09,-15.775629886328847
0.5,dqn_control,-0.438746761051078,-0.16294676105107805,0.2758,0.085,10.675
1.0,control,-0.208107397771796,-0.11890739777179599,0.0892,0.02,-3.85
1.0,simbiosis,-0.41860821875885534,-0.16680821875885535,0.2518,0.09,-15.65932875035421
1.0,dqn_control,-0.40927176105107804,-0.16294676105107805,0.24632500000000002,0.085,5.025
1.5,control,-0.21280739777179597,-0.11890739777179599,0.09390000000000001,0.02,-4.05
1.5,simbiosis,-0.4420907471582213,-0.16839074715822133,0.2737,0.09,-16.898629886328855
1.5,dqn_control,-0.4272247665772916,-0.19025302744685682,0.2369717391304348,0.11,0.125
2.0,control,-0.217507397771796,-0.11890739777179599,0.0986,0.02,-4.25
2.0,simbiosis,-0.46094901041255754,-0.16689901041255759,0.29405000000000003,0.09,-17.942960416502295
2.0,dqn_control,-0.4533450811041462,-0.1646200811041462,0.288725,0.085,1.725
3.0,control,-0.22803594694463813,-0.11991094694463811,0.108125,0.02,-5.025
3.0,simbiosis,-0.39463392703170924,-0.16940297082191208,0.22523095620979713,0.1,-15.926183462709359
3.0,dqn_control,-0.413898393131817,-0.1593599384127772,0.2545384547190398,0.065,0.225
