file,phase,grid,pgf_mean,pgf_std,iop_mean,iop_std,corr_pgf_iop,corr_pgf_success,success_rate,corr_pgf_steps,steps_mean,steps_std
phase1_4x4_20251205_093829_enriched.csv,phase1,4x4,1.8542000000000003,1.2608436911954053,0.4714999999999999,0.07896341203925883,0.5690056767088079,0.003022897825264876,0.778,0.07602580389464302,12.4,7.319504785202425
phase1_4x4_20251205_100627_enriched.csv,phase1,4x4,1.9278500000000003,1.2495602944070836,0.4707,0.08408716491002187,0.5822280615068628,0.04814973516290508,0.752,0.03096163223699059,13.404,7.534076493986139
phase1_4x4_20251205_101537_enriched.csv,phase1,4x4,2.0497,1.1903376484993111,0.4804999999999999,0.07840308723625848,0.5910129797364166,0.029085901645860873,0.794,0.026300285788627312,12.81,7.097227718099872
phase1_4x4_20251205_102250_enriched.csv,phase1,4x4,1.9390500000000004,1.2185364210884457,0.47570000000000007,0.08048269956866334,0.6264770473023415,0.1237739298796156,0.796,-0.04376642007157131,12.448,7.267249950544386
phase2_6x6_20251205_093829_enriched.csv,phase2,6x6,1.5746750000000003,1.3198773979884344,0.3454499999999999,0.051180239516017495,0.8862054967120603,,0.0,0.04312284042592736,29.971,0.6004327768530958
phase2_6x6_20251205_100627_enriched.csv,phase2,6x6,1.485675,1.2861364882629842,0.40919999999999995,0.08805176382738232,0.49476387892885726,0.04902931615574597,0.465,-0.03152156244030326,20.946,9.270222274628642
phase2_6x6_20251205_101537_enriched.csv,phase2,6x6,1.5594250000000003,1.3193848266126513,0.34474999999999995,0.05086772085542094,0.886348301623499,,0.0,0.02800464886966505,29.92,1.0092663764431165
phase2_6x6_20251205_102250_enriched.csv,phase2,6x6,1.7939500000000004,1.3185406504719326,0.396,0.08090454588924868,0.5062979859861092,-0.12851988964990074,0.274,0.15006709754137207,40.461,15.642927481139207
phase3_8x8_20251205_102250_enriched.csv,phase3,8x8,1.206475,1.2485622159035497,0.421,0.08237588109262192,0.44111590917898114,0.021479574213487698,0.613,0.06670973632714046,28.903,11.63954767463367
