episode,success,reward,steps,resources,epsilon
43,0,-25.799999999999997,12,0,0.596749308745546
44,0,-25.799999999999997,12,0,0.5896275715050474
45,0,-25.799999999999997,12,0,0.5825908266400397
46,0,-25.799999999999997,12,0,0.5756380598328571
47,0,-25.799999999999997,12,0,0.5687682688709239
48,0,-25.799999999999997,12,0,0.5619804635022894
49,0,-25.799999999999997,12,0,0.5552736652928869
50,0,-25.799999999999997,12,0,0.5486469074854965
51,0,-25.799999999999997,12,0,0.5420992348603912
52,0,-25.799999999999997,12,0,0.5356297035976458
53,0,-25.799999999999997,12,0,0.5292373811410898
54,0,-25.799999999999997,12,0,0.522921346063882
55,0,-25.799999999999997,12,0,0.5166806879356919
56,0,-25.799999999999997,12,0,0.5105145071914643
57,0,-25.799999999999997,12,0,0.5044219150017507
58,0,-25.799999999999997,12,0,0.4984020331445882
59,0,-25.799999999999997,12,0,0.49245399387890804
60,0,-25.799999999999997,12,0,0.4865769398194536
61,0,-25.799999999999997,12,0,0.48077002381319206
62,0,-25.799999999999997,12,0,0.47503240881720094
63,0,-25.799999999999997,12,0,0.46936326777801174
64,0,-25.799999999999997,12,0,0.4637617835123936
65,0,-25.799999999999997,12,0,0.45822714858955943
66,0,-25.799999999999997,12,0,0.452758565214779
67,0,-25.799999999999997,12,0,0.44735524511437874
68,0,-25.799999999999997,12,0,0.44201640942211684
69,0,-25.799999999999997,12,0,0.4367412885669117
70,0,-25.799999999999997,12,0,0.43152912216191214
71,0,-25.799999999999997,12,0,0.4263791588948904
72,0,-25.799999999999997,12,0,0.4212906564199442
73,0,-25.799999999999997,12,0,0.41626288125048977
74,0,-25.799999999999997,12,0,0.41129510865353336
75,0,-25.799999999999997,12,0,0.4063866225452039
76,0,-25.799999999999997,12,0,0.4015367153875324
77,0,-25.799999999999997,12,0,0.3967446880864632
78,0,-25.799999999999997,12,0,0.39200984989108273
79,0,-25.799999999999997,12,0,0.3873315182940503
80,0,-25.799999999999997,12,0,0.3827090189332178
81,0,-25.799999999999997,12,0,0.37814168549442284
82,0,-25.799999999999997,12,0,0.3736288596154426
83,0,-25.799999999999997,12,0,0.3691698907910935
84,0,-25.799999999999997,12,0,0.36476413627946375
85,0,-25.799999999999997,12,0,0.36041096100926434
86,0,-25.799999999999997,12,0,0.35610973748828684
87,0,-25.799999999999997,12,0,0.3518598457129521
88,0,-25.799999999999997,12,0,0.34766067307894
89,0,-25.799999999999997,12,0,0.34351161429288485
90,0,-25.799999999999997,12,0,0.33941207128512485
91,0,-25.799999999999997,12,0,0.335361453123493
92,0,-25.799999999999997,12,0,0.33135917592813624
93,0,-25.799999999999997,12,0,0.3274046627873518
94,0,-25.799999999999997,12,0,0.323497343674428
95,0,-25.799999999999997,12,0,0.31963665536547703
96,0,-25.799999999999997,12,0,0.3158220413582485
97,0,-25.799999999999997,12,0,0.3120529517919121
98,0,-25.799999999999997,12,0,0.3083288433677974
99,0,-25.799999999999997,12,0,0.3046491792710794
100,0,-25.799999999999997,12,0,0.3010134290933992
101,0,-25.799999999999997,12,0,0.29742106875640767
102,0,-25.799999999999997,12,0,0.2938715804362218
103,0,-25.799999999999997,12,0,0.2903644524887822
104,0,-25.799999999999997,12,0,0.28689917937610226
105,0,-25.799999999999997,12,0,0.28347526159339653
106,0,-25.799999999999997,12,0,0.2800922055970794
107,0,-25.799999999999997,12,0,0.2767495237336227
108,0,-25.799999999999997,12,0,0.2734467341692626
109,0,-25.799999999999997,12,0,0.27018336082054484
110,0,-25.799999999999997,12,0,0.2669589332857002
111,0,-25.799999999999997,12,0,0.2637729867768368
112,0,-25.799999999999997,12,0,0.26062506205294395
113,0,-25.799999999999997,12,0,0.25751470535369364
114,0,-25.799999999999997,12,0,0.2544414683340336
115,0,-25.799999999999997,12,0,0.25140490799955945
116,0,-25.799999999999997,12,0,0.24840458664265946
117,0,-25.799999999999997,12,0,0.2454400717794207
118,0,-25.799999999999997,12,0,0.24251093608728802
119,0,-25.799999999999997,12,0,0.2396167573434674
120,0,-25.799999999999997,12,0,0.23675711836406457
121,0,-25.799999999999997,12,0,0.2339316069439492
122,0,-25.799999999999997,12,0,0.23113981579733764
123,0,-25.799999999999997,12,0,0.22838134249908412
124,0,-25.799999999999997,12,0,0.2256557894266728
125,0,-25.799999999999997,12,0,0.22296276370290227
126,0,-25.799999999999997,12,0,0.22030187713925398
127,0,-25.799999999999997,12,0,0.21767274617993623
128,0,-25.799999999999997,12,0,0.21507499184659654
129,0,-25.799999999999997,12,0,0.21250823968369303
130,0,-25.799999999999997,12,0,0.2099721197045186
131,0,-25.799999999999997,12,0,0.2074662663378686
132,0,-25.799999999999997,12,0,0.20499031837534562
133,0,-25.799999999999997,12,0,0.20254391891929227
134,0,-25.799999999999997,12,0,0.20012671533134627
135,0,-25.799999999999997,12,0,0.197738359181609
136,0,-25.799999999999997,12,0,0.19537850619842073
137,0,-25.799999999999997,12,0,0.1930468162187352
138,0,-25.799999999999997,12,0,0.19074295313908668
139,0,-25.799999999999997,12,0,0.18846658486714196
140,0,-25.799999999999997,12,0,0.1862173832738307
141,0,-25.799999999999997,12,0,0.18399502414604677
142,0,-25.799999999999997,12,0,0.1817991871399145
143,0,-25.799999999999997,12,0,0.17962955573461234
144,0,-25.799999999999997,12,0,0.17748581718674777
145,0,-25.799999999999997,12,0,0.17536766248527644
146,0,-25.799999999999997,12,0,0.17327478630695967
147,0,-25.799999999999997,12,0,0.1712068869723534
148,0,-25.799999999999997,12,0,0.16916366640232217
149,0,-25.799999999999997,12,0,0.16714483007507247
150,0,-25.799999999999997,12,0,0.1651500869836984
151,0,-25.799999999999997,12,0,0.16317914959423443
152,0,-25.799999999999997,12,0,0.16123173380420852
153,0,-25.799999999999997,12,0,0.15930755890168982
154,0,-25.799999999999997,12,0,0.15740634752482532
155,0,-25.799999999999997,12,0,0.15552782562185924
156,0,-25.799999999999997,12,0,0.15367172241162955
157,0,-25.799999999999997,12,0,0.15183777034453613
158,0,-25.799999999999997,12,0,0.15002570506397447
159,0,-25.799999999999997,12,0,0.14823526536822987
160,0,-25.799999999999997,12,0,0.14646619317282628
161,0,-25.799999999999997,12,0,0.1447182334733242
162,0,-25.799999999999997,12,0,0.14299113430856317
163,0,-25.799999999999997,12,0,0.14128464672434274
164,0,-25.799999999999997,12,0,0.13959852473753628
165,0,-25.799999999999997,12,0,0.13793252530063388
166,0,-25.799999999999997,12,0,0.13628640826670801
167,0,-25.799999999999997,12,0,0.13465993635479728
168,0,-25.799999999999997,12,0,0.13305287511570327
169,0,-25.799999999999997,12,0,0.13146499289819583
170,0,-25.799999999999997,12,0,0.1298960608156215
171,0,-25.799999999999997,12,0,0.12834585271291032
172,0,-25.799999999999997,12,0,0.1268141451339765
173,0,-25.799999999999997,12,0,0.12530071728950842
174,0,-25.799999999999997,12,0,0.12380535102514234
175,0,-25.799999999999997,12,0,0.12232783079001676
176,0,-25.799999999999997,12,0,0.12086794360570145
177,0,-25.799999999999997,12,0,0.11942547903549745
178,0,-25.799999999999997,12,0,0.11800022915410358
179,0,-25.799999999999997,12,0,0.11659198851764484
180,0,-25.799999999999997,12,0,0.1152005541340586
181,0,-25.799999999999997,12,0,0.11382572543383399
182,0,-25.799999999999997,12,0,0.1124673042411007
183,0,-25.799999999999997,12,0,0.11112509474506281
184,0,-25.799999999999997,12,0,0.10979890347177342
185,0,-25.799999999999997,12,0,0.10848853925624609
186,0,-25.799999999999997,12,0,0.1071938132148994
187,0,-25.799999999999997,12,0,0.10591453871833001
188,0,-25.799999999999997,12,0,0.10465053136441085
189,0,-25.799999999999997,12,0,0.10340160895171029
190,0,-25.799999999999997,12,0,0.10216759145322861
191,0,-25.799999999999997,12,0,0.1009483009904478
192,0,-25.799999999999997,12,0,0.1
193,0,-25.799999999999997,12,0,0.1
194,0,-25.799999999999997,12,0,0.1
195,0,-25.799999999999997,12,0,0.1
196,0,-25.799999999999997,12,0,0.1
197,0,-25.799999999999997,12,0,0.1
198,0,-25.799999999999997,12,0,0.1
199,0,-25.799999999999997,12,0,0.1
200,0,-25.799999999999997,12,0,0.1
201,0,-25.799999999999997,12,0,0.1
202,0,-25.799999999999997,12,0,0.1
203,0,-25.799999999999997,12,0,0.1
204,0,-25.799999999999997,12,0,0.1
205,0,-25.799999999999997,12,0,0.1
206,0,-25.799999999999997,12,0,0.1
207,0,-25.799999999999997,12,0,0.1
208,0,-25.799999999999997,12,0,0.1
209,0,-25.799999999999997,12,0,0.1
210,0,-25.799999999999997,12,0,0.1
211,0,-25.799999999999997,12,0,0.1
212,0,-25.799999999999997,12,0,0.1
213,0,-25.799999999999997,12,0,0.1
214,0,-25.799999999999997,12,0,0.1
215,0,-25.799999999999997,12,0,0.1
216,0,-25.799999999999997,12,0,0.1
217,0,-25.799999999999997,12,0,0.1
218,0,-25.799999999999997,12,0,0.1
219,0,-25.799999999999997,12,0,0.1
220,0,-25.799999999999997,12,0,0.1
221,0,-25.799999999999997,12,0,0.1
222,0,-25.799999999999997,12,0,0.1
223,0,-25.799999999999997,12,0,0.1
224,0,-25.799999999999997,12,0,0.1
225,0,-25.799999999999997,12,0,0.1
226,0,-25.799999999999997,12,0,0.1
227,0,-25.799999999999997,12,0,0.1
228,0,-25.799999999999997,12,0,0.1
229,0,-25.799999999999997,12,0,0.1
230,0,-25.799999999999997,12,0,0.1
231,0,-25.799999999999997,12,0,0.1
232,0,-25.799999999999997,12,0,0.1
233,0,-25.799999999999997,12,0,0.1
234,0,-25.799999999999997,12,0,0.1
235,0,-25.799999999999997,12,0,0.1
236,0,-25.799999999999997,12,0,0.1
237,0,-25.799999999999997,12,0,0.1
238,0,-25.799999999999997,12,0,0.1
239,0,-25.799999999999997,12,0,0.1
240,0,-25.799999999999997,12,0,0.1
241,0,-25.799999999999997,12,0,0.1
242,0,-25.799999999999997,12,0,0.1
243,0,-25.799999999999997,12,0,0.1
244,0,-25.799999999999997,12,0,0.1
245,0,-25.799999999999997,12,0,0.1
246,0,-25.799999999999997,12,0,0.1
247,0,-25.799999999999997,12,0,0.1
248,0,-25.799999999999997,12,0,0.1
249,0,-25.799999999999997,12,0,0.1
250,0,-25.799999999999997,12,0,0.1
251,0,-25.799999999999997,12,0,0.1
252,0,-25.799999999999997,12,0,0.1
253,0,-25.799999999999997,12,0,0.1
254,0,-25.799999999999997,12,0,0.1
255,0,-25.799999999999997,12,0,0.1
256,0,-25.799999999999997,12,0,0.1
257,0,-25.799999999999997,12,0,0.1
258,0,-25.799999999999997,12,0,0.1
259,0,-25.799999999999997,12,0,0.1
260,0,-25.799999999999997,12,0,0.1
261,0,-25.799999999999997,12,0,0.1
262,0,-25.799999999999997,12,0,0.1
263,0,-25.799999999999997,12,0,0.1
264,0,-25.799999999999997,12,0,0.1
265,0,-25.799999999999997,12,0,0.1
266,0,-25.799999999999997,12,0,0.1
267,0,-25.799999999999997,12,0,0.1
268,0,-25.799999999999997,12,0,0.1
269,0,-25.799999999999997,12,0,0.1
270,0,-25.799999999999997,12,0,0.1
271,0,-25.799999999999997,12,0,0.1
272,0,-25.799999999999997,12,0,0.1
273,0,-25.799999999999997,12,0,0.1
274,0,-25.799999999999997,12,0,0.1
275,0,-25.799999999999997,12,0,0.1
276,0,-25.799999999999997,12,0,0.1
277,0,-25.799999999999997,12,0,0.1
278,0,-25.799999999999997,12,0,0.1
279,0,-25.799999999999997,12,0,0.1
280,0,-25.799999999999997,12,0,0.1
281,0,-25.799999999999997,12,0,0.1
282,0,-25.799999999999997,12,0,0.1
283,0,-25.799999999999997,12,0,0.1
284,0,-25.799999999999997,12,0,0.1
285,0,-25.799999999999997,12,0,0.1
286,0,-25.799999999999997,12,0,0.1
287,0,-25.799999999999997,12,0,0.1
288,0,-25.799999999999997,12,0,0.1
289,0,-25.799999999999997,12,0,0.1
290,0,-25.799999999999997,12,0,0.1
291,0,-25.799999999999997,12,0,0.1
292,0,-25.799999999999997,12,0,0.1
293,0,-25.799999999999997,12,0,0.1
294,0,-25.799999999999997,12,0,0.1
295,0,-25.799999999999997,12,0,0.1
296,0,-25.799999999999997,12,0,0.1
297,0,-25.799999999999997,12,0,0.1
298,0,-25.799999999999997,12,0,0.1
299,0,-25.799999999999997,12,0,0.1
300,0,-25.799999999999997,12,0,0.1
301,0,-25.799999999999997,12,0,0.1
302,0,-25.799999999999997,12,0,0.1
303,0,-25.799999999999997,12,0,0.1
304,0,-25.799999999999997,12,0,0.1
305,0,-25.799999999999997,12,0,0.1
306,0,-25.799999999999997,12,0,0.1
307,0,-25.799999999999997,12,0,0.1
308,0,-25.799999999999997,12,0,0.1
309,0,-25.799999999999997,12,0,0.1
310,0,-25.799999999999997,12,0,0.1
311,0,-25.799999999999997,12,0,0.1
312,0,-25.799999999999997,12,0,0.1
313,0,-25.799999999999997,12,0,0.1
314,0,-25.799999999999997,12,0,0.1
315,0,-25.799999999999997,12,0,0.1
316,0,-25.799999999999997,12,0,0.1
317,0,-25.799999999999997,12,0,0.1
318,0,-25.799999999999997,12,0,0.1
319,0,-25.799999999999997,12,0,0.1
320,0,-25.799999999999997,12,0,0.1
321,0,-25.799999999999997,12,0,0.1
322,0,-25.799999999999997,12,0,0.1
323,0,-25.799999999999997,12,0,0.1
324,0,-25.799999999999997,12,0,0.1
325,0,-25.799999999999997,12,0,0.1
326,0,-25.799999999999997,12,0,0.1
327,0,-25.799999999999997,12,0,0.1
328,0,-25.799999999999997,12,0,0.1
329,0,-25.799999999999997,12,0,0.1
330,0,-25.799999999999997,12,0,0.1
331,0,-25.799999999999997,12,0,0.1
332,0,-25.799999999999997,12,0,0.1
333,0,-25.799999999999997,12,0,0.1
334,0,-25.799999999999997,12,0,0.1
335,0,-25.799999999999997,12,0,0.1
336,0,-25.799999999999997,12,0,0.1
337,0,-25.799999999999997,12,0,0.1
338,0,-25.799999999999997,12,0,0.1
339,0,-25.799999999999997,12,0,0.1
340,0,-25.799999999999997,12,0,0.1
341,0,-25.799999999999997,12,0,0.1
342,0,-25.799999999999997,12,0,0.1
343,0,-25.799999999999997,12,0,0.1
344,0,-25.799999999999997,12,0,0.1
345,0,-25.799999999999997,12,0,0.1
346,0,-25.799999999999997,12,0,0.1
347,0,-25.799999999999997,12,0,0.1
348,0,-25.799999999999997,12,0,0.1
349,0,-25.799999999999997,12,0,0.1
350,0,-25.799999999999997,12,0,0.1
351,0,-25.799999999999997,12,0,0.1
352,0,-25.799999999999997,12,0,0.1
353,0,-25.799999999999997,12,0,0.1
354,0,-25.799999999999997,12,0,0.1
355,0,-25.799999999999997,12,0,0.1
356,0,-25.799999999999997,12,0,0.1
357,0,-25.799999999999997,12,0,0.1
358,0,-25.799999999999997,12,0,0.1
359,0,-25.799999999999997,12,0,0.1
360,0,-25.799999999999997,12,0,0.1
361,0,-25.799999999999997,12,0,0.1
362,0,-25.799999999999997,12,0,0.1
363,0,-25.799999999999997,12,0,0.1
364,0,-25.799999999999997,12,0,0.1
365,0,-25.799999999999997,12,0,0.1
366,0,-25.799999999999997,12,0,0.1
367,0,-25.799999999999997,12,0,0.1
368,0,-25.799999999999997,12,0,0.1
369,0,-25.799999999999997,12,0,0.1
370,0,-25.799999999999997,12,0,0.1
371,0,-25.799999999999997,12,0,0.1
372,0,-25.799999999999997,12,0,0.1
373,0,-25.799999999999997,12,0,0.1
374,0,-25.799999999999997,12,0,0.1
375,0,-25.799999999999997,12,0,0.1
376,0,-25.799999999999997,12,0,0.1
377,0,-25.799999999999997,12,0,0.1
378,0,-25.799999999999997,12,0,0.1
379,0,-25.799999999999997,12,0,0.1
380,0,-25.799999999999997,12,0,0.1
381,0,-25.799999999999997,12,0,0.1
382,0,-25.799999999999997,12,0,0.1
383,0,-25.799999999999997,12,0,0.1
384,0,-25.799999999999997,12,0,0.1
385,0,-25.799999999999997,12,0,0.1
386,0,-25.799999999999997,12,0,0.1
387,0,-25.799999999999997,12,0,0.1
388,0,-25.799999999999997,12,0,0.1
389,0,-25.799999999999997,12,0,0.1
390,0,-25.799999999999997,12,0,0.1
391,0,-25.799999999999997,12,0,0.1
392,0,-25.799999999999997,12,0,0.1
393,0,-25.799999999999997,12,0,0.1
394,0,-25.799999999999997,12,0,0.1
395,0,-25.799999999999997,12,0,0.1
396,0,-25.799999999999997,12,0,0.1
397,0,-25.799999999999997,12,0,0.1
398,0,-25.799999999999997,12,0,0.1
399,0,-25.799999999999997,12,0,0.1
400,0,-25.799999999999997,12,0,0.1
401,0,-25.799999999999997,12,0,0.1
402,0,-25.799999999999997,12,0,0.1
403,0,-25.799999999999997,12,0,0.1
404,0,-25.799999999999997,12,0,0.1
405,0,-25.799999999999997,12,0,0.1
406,0,-25.799999999999997,12,0,0.1
407,0,-25.799999999999997,12,0,0.1
408,0,-25.799999999999997,12,0,0.1
409,0,-25.799999999999997,12,0,0.1
410,0,-25.799999999999997,12,0,0.1
411,0,-25.799999999999997,12,0,0.1
412,0,-25.799999999999997,12,0,0.1
413,0,-25.799999999999997,12,0,0.1
414,0,-25.799999999999997,12,0,0.1
415,0,-25.799999999999997,12,0,0.1
416,0,-25.799999999999997,12,0,0.1
417,0,-25.799999999999997,12,0,0.1
418,0,-25.799999999999997,12,0,0.1
419,0,-25.799999999999997,12,0,0.1
420,0,-25.799999999999997,12,0,0.1
421,0,-25.799999999999997,12,0,0.1
422,0,-25.799999999999997,12,0,0.1
423,0,-25.799999999999997,12,0,0.1
424,0,-25.799999999999997,12,0,0.1
425,0,-25.799999999999997,12,0,0.1
426,0,-25.799999999999997,12,0,0.1
427,0,-25.799999999999997,12,0,0.1
428,0,-25.799999999999997,12,0,0.1
429,0,-25.799999999999997,12,0,0.1
430,0,-25.799999999999997,12,0,0.1
431,0,-25.799999999999997,12,0,0.1
432,0,-25.799999999999997,12,0,0.1
433,0,-25.799999999999997,12,0,0.1
434,0,-25.799999999999997,12,0,0.1
435,0,-25.799999999999997,12,0,0.1
436,0,-25.799999999999997,12,0,0.1
437,0,-25.799999999999997,12,0,0.1
438,0,-25.799999999999997,12,0,0.1
439,0,-25.799999999999997,12,0,0.1
440,0,-25.799999999999997,12,0,0.1
441,0,-25.799999999999997,12,0,0.1
442,0,-25.799999999999997,12,0,0.1
443,0,-25.799999999999997,12,0,0.1
444,0,-25.799999999999997,12,0,0.1
445,0,-25.799999999999997,12,0,0.1
446,0,-25.799999999999997,12,0,0.1
447,0,-25.799999999999997,12,0,0.1
448,0,-25.799999999999997,12,0,0.1
449,0,-25.799999999999997,12,0,0.1
450,0,-25.799999999999997,12,0,0.1
451,0,-25.799999999999997,12,0,0.1
452,0,-25.799999999999997,12,0,0.1
453,0,-25.799999999999997,12,0,0.1
454,0,-25.799999999999997,12,0,0.1
455,0,-25.799999999999997,12,0,0.1
456,0,-25.799999999999997,12,0,0.1
457,0,-25.799999999999997,12,0,0.1
458,0,-25.799999999999997,12,0,0.1
459,0,-25.799999999999997,12,0,0.1
460,0,-25.799999999999997,12,0,0.1
461,0,-25.799999999999997,12,0,0.1
462,0,-25.799999999999997,12,0,0.1
463,0,-25.799999999999997,12,0,0.1
464,0,-25.799999999999997,12,0,0.1
465,0,-25.799999999999997,12,0,0.1
466,0,-25.799999999999997,12,0,0.1
467,0,-25.799999999999997,12,0,0.1
468,0,-25.799999999999997,12,0,0.1
469,0,-25.799999999999997,12,0,0.1
470,0,-25.799999999999997,12,0,0.1
471,0,-25.799999999999997,12,0,0.1
472,0,-25.799999999999997,12,0,0.1
473,0,-25.799999999999997,12,0,0.1
474,0,-25.799999999999997,12,0,0.1
475,0,-25.799999999999997,12,0,0.1
476,0,-25.799999999999997,12,0,0.1
477,0,-25.799999999999997,12,0,0.1
478,0,-25.799999999999997,12,0,0.1
479,0,-25.799999999999997,12,0,0.1
480,0,-25.799999999999997,12,0,0.1
481,0,-25.799999999999997,12,0,0.1
482,0,-25.799999999999997,12,0,0.1
483,0,-25.799999999999997,12,0,0.1
484,0,-25.799999999999997,12,0,0.1
485,0,-25.799999999999997,12,0,0.1
486,0,-25.799999999999997,12,0,0.1
487,0,-25.799999999999997,12,0,0.1
488,0,-25.799999999999997,12,0,0.1
489,0,-25.799999999999997,12,0,0.1
490,0,-25.799999999999997,12,0,0.1
491,0,-25.799999999999997,12,0,0.1
492,0,-25.799999999999997,12,0,0.1
493,0,-25.799999999999997,12,0,0.1
494,0,-25.799999999999997,12,0,0.1
495,0,-25.799999999999997,12,0,0.1
496,0,-25.799999999999997,12,0,0.1
497,0,-25.799999999999997,12,0,0.1
498,0,-25.799999999999997,12,0,0.1
499,0,-25.799999999999997,12,0,0.1
500,0,-25.799999999999997,12,0,0.1
