episode,success,reward,steps,resources,epsilon
79,0,-27.599999999999998,24,0,0.15002570506397447
80,0,-27.599999999999998,24,0,0.14646619317282628
81,0,-27.599999999999998,24,0,0.14299113430856317
82,0,-27.599999999999998,24,0,0.13959852473753628
83,0,-27.599999999999998,24,0,0.13628640826670801
84,0,-27.599999999999998,24,0,0.13305287511570327
85,0,-27.599999999999998,24,0,0.1298960608156215
86,0,-27.599999999999998,24,0,0.1268141451339765
87,0,-27.599999999999998,24,0,0.12380535102514234
88,0,-27.599999999999998,24,0,0.12086794360570145
89,0,-27.599999999999998,24,0,0.11800022915410358
90,0,-27.599999999999998,24,0,0.1152005541340586
91,0,-27.599999999999998,24,0,0.1124673042411007
92,0,-27.599999999999998,24,0,0.10979890347177342
93,0,-27.599999999999998,24,0,0.1071938132148994
94,0,-27.599999999999998,24,0,0.10465053136441085
95,0,-27.599999999999998,24,0,0.10216759145322861
96,0,-27.599999999999998,24,0,0.1
97,0,-27.599999999999998,24,0,0.1
98,0,-27.599999999999998,24,0,0.1
99,0,-27.599999999999998,24,0,0.1
100,0,-27.599999999999998,24,0,0.1
101,0,-27.599999999999998,24,0,0.1
102,0,-27.599999999999998,24,0,0.1
103,0,-27.599999999999998,24,0,0.1
104,0,-27.599999999999998,24,0,0.1
105,0,-27.599999999999998,24,0,0.1
106,0,-27.599999999999998,24,0,0.1
107,0,-27.599999999999998,24,0,0.1
108,0,-27.599999999999998,24,0,0.1
109,0,-27.599999999999998,24,0,0.1
110,0,-27.599999999999998,24,0,0.1
111,0,-27.599999999999998,24,0,0.1
112,0,-27.599999999999998,24,0,0.1
113,0,-27.599999999999998,24,0,0.1
114,0,-27.599999999999998,24,0,0.1
115,0,-27.599999999999998,24,0,0.1
116,0,-27.599999999999998,24,0,0.1
117,0,-27.599999999999998,24,0,0.1
118,0,-27.599999999999998,24,0,0.1
119,0,-27.599999999999998,24,0,0.1
120,0,-27.599999999999998,24,0,0.1
121,0,-27.599999999999998,24,0,0.1
122,0,-27.599999999999998,24,0,0.1
123,0,-27.599999999999998,24,0,0.1
124,0,-27.599999999999998,24,0,0.1
125,0,-27.599999999999998,24,0,0.1
126,0,-27.599999999999998,24,0,0.1
127,0,-27.599999999999998,24,0,0.1
128,0,-27.599999999999998,24,0,0.1
129,0,-27.599999999999998,24,0,0.1
130,0,-27.599999999999998,24,0,0.1
131,0,-27.599999999999998,24,0,0.1
132,0,-27.599999999999998,24,0,0.1
133,0,-27.599999999999998,24,0,0.1
134,0,-27.599999999999998,24,0,0.1
135,0,-27.599999999999998,24,0,0.1
136,0,-27.599999999999998,24,0,0.1
137,0,-27.599999999999998,24,0,0.1
138,0,-27.599999999999998,24,0,0.1
139,0,-27.599999999999998,24,0,0.1
140,0,-27.599999999999998,24,0,0.1
141,0,-27.599999999999998,24,0,0.1
142,0,-27.599999999999998,24,0,0.1
143,0,-27.599999999999998,24,0,0.1
144,0,-27.599999999999998,24,0,0.1
145,0,-27.599999999999998,24,0,0.1
146,0,-27.599999999999998,24,0,0.1
147,0,-27.599999999999998,24,0,0.1
148,0,-27.599999999999998,24,0,0.1
149,0,-27.599999999999998,24,0,0.1
150,0,-27.599999999999998,24,0,0.1
151,0,-27.599999999999998,24,0,0.1
152,0,-27.599999999999998,24,0,0.1
153,0,-27.599999999999998,24,0,0.1
154,0,-27.599999999999998,24,0,0.1
155,0,-27.599999999999998,24,0,0.1
156,0,-27.599999999999998,24,0,0.1
157,0,-27.599999999999998,24,0,0.1
158,0,-27.599999999999998,24,0,0.1
159,0,-27.599999999999998,24,0,0.1
160,0,-27.599999999999998,24,0,0.1
161,0,-27.599999999999998,24,0,0.1
162,0,-27.599999999999998,24,0,0.1
163,0,-27.599999999999998,24,0,0.1
164,0,-27.599999999999998,24,0,0.1
165,0,-27.599999999999998,24,0,0.1
166,0,-27.599999999999998,24,0,0.1
167,0,-27.599999999999998,24,0,0.1
168,0,-27.599999999999998,24,0,0.1
169,0,-27.599999999999998,24,0,0.1
170,0,-27.599999999999998,24,0,0.1
171,0,-27.599999999999998,24,0,0.1
172,0,-27.599999999999998,24,0,0.1
173,0,-27.599999999999998,24,0,0.1
174,0,-27.599999999999998,24,0,0.1
175,0,-27.599999999999998,24,0,0.1
176,0,-27.599999999999998,24,0,0.1
177,0,-27.599999999999998,24,0,0.1
178,0,-27.599999999999998,24,0,0.1
179,0,-27.599999999999998,24,0,0.1
180,0,-27.599999999999998,24,0,0.1
181,0,-27.599999999999998,24,0,0.1
182,0,-27.599999999999998,24,0,0.1
183,0,-27.599999999999998,24,0,0.1
184,0,-27.599999999999998,24,0,0.1
185,0,-27.599999999999998,24,0,0.1
186,0,-27.599999999999998,24,0,0.1
187,0,-27.599999999999998,24,0,0.1
188,0,-27.599999999999998,24,0,0.1
189,0,-27.599999999999998,24,0,0.1
190,0,-27.599999999999998,24,0,0.1
191,0,-27.599999999999998,24,0,0.1
192,0,-27.599999999999998,24,0,0.1
193,0,-27.599999999999998,24,0,0.1
194,0,-27.599999999999998,24,0,0.1
195,0,-27.599999999999998,24,0,0.1
196,0,-27.599999999999998,24,0,0.1
197,0,-27.599999999999998,24,0,0.1
198,0,-27.599999999999998,24,0,0.1
199,0,-27.599999999999998,24,0,0.1
200,0,-27.599999999999998,24,0,0.1
201,0,-27.599999999999998,24,0,0.1
202,0,-27.599999999999998,24,0,0.1
203,0,-27.599999999999998,24,0,0.1
204,0,-27.599999999999998,24,0,0.1
205,0,-27.599999999999998,24,0,0.1
206,0,-27.599999999999998,24,0,0.1
207,0,-27.599999999999998,24,0,0.1
208,0,-27.599999999999998,24,0,0.1
209,0,-27.599999999999998,24,0,0.1
210,0,-27.599999999999998,24,0,0.1
211,0,-27.599999999999998,24,0,0.1
212,0,-27.599999999999998,24,0,0.1
213,0,-27.599999999999998,24,0,0.1
214,0,-27.599999999999998,24,0,0.1
215,0,-27.599999999999998,24,0,0.1
216,0,-27.599999999999998,24,0,0.1
217,0,-27.599999999999998,24,0,0.1
218,0,-27.599999999999998,24,0,0.1
219,0,-27.599999999999998,24,0,0.1
220,0,-27.599999999999998,24,0,0.1
221,0,-27.599999999999998,24,0,0.1
222,0,-27.599999999999998,24,0,0.1
223,0,-27.599999999999998,24,0,0.1
224,0,-27.599999999999998,24,0,0.1
225,0,-27.599999999999998,24,0,0.1
226,0,-27.599999999999998,24,0,0.1
227,0,-27.599999999999998,24,0,0.1
228,0,-27.599999999999998,24,0,0.1
229,0,-27.599999999999998,24,0,0.1
230,0,-27.599999999999998,24,0,0.1
231,0,-27.599999999999998,24,0,0.1
232,0,-27.599999999999998,24,0,0.1
233,0,-27.599999999999998,24,0,0.1
234,0,-27.599999999999998,24,0,0.1
235,0,-27.599999999999998,24,0,0.1
236,0,-27.599999999999998,24,0,0.1
237,0,-27.599999999999998,24,0,0.1
238,0,-27.599999999999998,24,0,0.1
239,0,-27.599999999999998,24,0,0.1
240,0,-27.599999999999998,24,0,0.1
241,0,-27.599999999999998,24,0,0.1
242,0,-27.599999999999998,24,0,0.1
243,0,-27.599999999999998,24,0,0.1
244,0,-27.599999999999998,24,0,0.1
245,0,-27.599999999999998,24,0,0.1
246,0,-27.599999999999998,24,0,0.1
247,0,-27.599999999999998,24,0,0.1
248,0,-27.599999999999998,24,0,0.1
249,0,-27.599999999999998,24,0,0.1
250,0,-27.599999999999998,24,0,0.1
251,0,-27.599999999999998,24,0,0.1
252,0,-27.599999999999998,24,0,0.1
253,0,-27.599999999999998,24,0,0.1
254,0,-27.599999999999998,24,0,0.1
255,0,-27.599999999999998,24,0,0.1
256,0,-27.599999999999998,24,0,0.1
257,0,-27.599999999999998,24,0,0.1
258,0,-27.599999999999998,24,0,0.1
259,0,-27.599999999999998,24,0,0.1
260,0,-27.599999999999998,24,0,0.1
261,0,-27.599999999999998,24,0,0.1
262,0,-27.599999999999998,24,0,0.1
263,0,-27.599999999999998,24,0,0.1
264,0,-27.599999999999998,24,0,0.1
265,0,-27.599999999999998,24,0,0.1
266,0,-27.599999999999998,24,0,0.1
267,0,-27.599999999999998,24,0,0.1
268,0,-27.599999999999998,24,0,0.1
269,0,-27.599999999999998,24,0,0.1
270,0,-27.599999999999998,24,0,0.1
271,0,-27.599999999999998,24,0,0.1
272,0,-27.599999999999998,24,0,0.1
273,0,-27.599999999999998,24,0,0.1
274,0,-27.599999999999998,24,0,0.1
275,0,-27.599999999999998,24,0,0.1
276,0,-27.599999999999998,24,0,0.1
277,0,-27.599999999999998,24,0,0.1
278,0,-27.599999999999998,24,0,0.1
279,0,-27.599999999999998,24,0,0.1
280,0,-27.599999999999998,24,0,0.1
281,0,-27.599999999999998,24,0,0.1
282,0,-27.599999999999998,24,0,0.1
283,0,-27.599999999999998,24,0,0.1
284,0,-27.599999999999998,24,0,0.1
285,0,-27.599999999999998,24,0,0.1
286,0,-27.599999999999998,24,0,0.1
287,0,-27.599999999999998,24,0,0.1
288,0,-27.599999999999998,24,0,0.1
289,0,-27.599999999999998,24,0,0.1
290,0,-27.599999999999998,24,0,0.1
291,0,-27.599999999999998,24,0,0.1
292,0,-27.599999999999998,24,0,0.1
293,0,-27.599999999999998,24,0,0.1
294,0,-27.599999999999998,24,0,0.1
295,0,-27.599999999999998,24,0,0.1
296,0,-27.599999999999998,24,0,0.1
297,0,-27.599999999999998,24,0,0.1
298,0,-27.599999999999998,24,0,0.1
299,0,-27.599999999999998,24,0,0.1
300,0,-27.599999999999998,24,0,0.1
301,0,-27.599999999999998,24,0,0.1
302,0,-27.599999999999998,24,0,0.1
303,0,-27.599999999999998,24,0,0.1
304,0,-27.599999999999998,24,0,0.1
305,0,-27.599999999999998,24,0,0.1
306,0,-27.599999999999998,24,0,0.1
307,0,-27.599999999999998,24,0,0.1
308,0,-27.599999999999998,24,0,0.1
309,0,-27.599999999999998,24,0,0.1
310,0,-27.599999999999998,24,0,0.1
311,0,-27.599999999999998,24,0,0.1
312,0,-27.599999999999998,24,0,0.1
313,0,-27.599999999999998,24,0,0.1
314,0,-27.599999999999998,24,0,0.1
315,0,-27.599999999999998,24,0,0.1
316,0,-27.599999999999998,24,0,0.1
317,0,-27.599999999999998,24,0,0.1
318,0,-27.599999999999998,24,0,0.1
319,0,-27.599999999999998,24,0,0.1
320,0,-27.599999999999998,24,0,0.1
321,0,-27.599999999999998,24,0,0.1
322,0,-27.599999999999998,24,0,0.1
323,0,-27.599999999999998,24,0,0.1
324,0,-27.599999999999998,24,0,0.1
325,0,-27.599999999999998,24,0,0.1
326,0,-27.599999999999998,24,0,0.1
327,0,-27.599999999999998,24,0,0.1
328,0,-27.599999999999998,24,0,0.1
329,0,-27.599999999999998,24,0,0.1
330,0,-27.599999999999998,24,0,0.1
331,0,-27.599999999999998,24,0,0.1
332,0,-27.599999999999998,24,0,0.1
333,0,-27.599999999999998,24,0,0.1
334,0,-27.599999999999998,24,0,0.1
335,0,-27.599999999999998,24,0,0.1
336,0,-27.599999999999998,24,0,0.1
337,0,-27.599999999999998,24,0,0.1
338,0,-27.599999999999998,24,0,0.1
339,0,-27.599999999999998,24,0,0.1
340,0,-27.599999999999998,24,0,0.1
341,0,-27.599999999999998,24,0,0.1
342,0,-27.599999999999998,24,0,0.1
343,0,-27.599999999999998,24,0,0.1
344,0,-27.599999999999998,24,0,0.1
345,0,-27.599999999999998,24,0,0.1
346,0,-27.599999999999998,24,0,0.1
347,0,-27.599999999999998,24,0,0.1
348,0,-27.599999999999998,24,0,0.1
349,0,-27.599999999999998,24,0,0.1
350,0,-27.599999999999998,24,0,0.1
351,0,-27.599999999999998,24,0,0.1
352,0,-27.599999999999998,24,0,0.1
353,0,-27.599999999999998,24,0,0.1
354,0,-27.599999999999998,24,0,0.1
355,0,-27.599999999999998,24,0,0.1
356,0,-27.599999999999998,24,0,0.1
357,0,-27.599999999999998,24,0,0.1
358,0,-27.599999999999998,24,0,0.1
359,0,-27.599999999999998,24,0,0.1
360,0,-27.599999999999998,24,0,0.1
361,0,-27.599999999999998,24,0,0.1
362,0,-27.599999999999998,24,0,0.1
363,0,-27.599999999999998,24,0,0.1
364,0,-27.599999999999998,24,0,0.1
365,0,-27.599999999999998,24,0,0.1
366,0,-27.599999999999998,24,0,0.1
367,0,-27.599999999999998,24,0,0.1
368,0,-27.599999999999998,24,0,0.1
369,0,-27.599999999999998,24,0,0.1
370,0,-27.599999999999998,24,0,0.1
371,0,-27.599999999999998,24,0,0.1
372,0,-27.599999999999998,24,0,0.1
373,0,-27.599999999999998,24,0,0.1
374,0,-27.599999999999998,24,0,0.1
375,0,-27.599999999999998,24,0,0.1
376,0,-27.599999999999998,24,0,0.1
377,0,-27.599999999999998,24,0,0.1
378,0,-27.599999999999998,24,0,0.1
379,0,-27.599999999999998,24,0,0.1
380,0,-27.599999999999998,24,0,0.1
381,0,-27.599999999999998,24,0,0.1
382,0,-27.599999999999998,24,0,0.1
383,0,-27.599999999999998,24,0,0.1
384,0,-27.599999999999998,24,0,0.1
385,0,-27.599999999999998,24,0,0.1
386,0,-27.599999999999998,24,0,0.1
387,0,-27.599999999999998,24,0,0.1
388,0,-27.599999999999998,24,0,0.1
389,0,-27.599999999999998,24,0,0.1
390,0,-27.599999999999998,24,0,0.1
391,0,-27.599999999999998,24,0,0.1
392,0,-27.599999999999998,24,0,0.1
393,0,-27.599999999999998,24,0,0.1
394,0,-27.599999999999998,24,0,0.1
395,0,-27.599999999999998,24,0,0.1
396,0,-27.599999999999998,24,0,0.1
397,0,-27.599999999999998,24,0,0.1
398,0,-27.599999999999998,24,0,0.1
399,0,-27.599999999999998,24,0,0.1
400,0,-27.599999999999998,24,0,0.1
401,0,-27.599999999999998,24,0,0.1
402,0,-27.599999999999998,24,0,0.1
403,0,-27.599999999999998,24,0,0.1
404,0,-27.599999999999998,24,0,0.1
405,0,-27.599999999999998,24,0,0.1
406,0,-27.599999999999998,24,0,0.1
407,0,-27.599999999999998,24,0,0.1
408,0,-27.599999999999998,24,0,0.1
409,0,-27.599999999999998,24,0,0.1
410,0,-27.599999999999998,24,0,0.1
411,0,-27.599999999999998,24,0,0.1
412,0,-27.599999999999998,24,0,0.1
413,0,-27.599999999999998,24,0,0.1
414,0,-27.599999999999998,24,0,0.1
415,0,-27.599999999999998,24,0,0.1
416,0,-27.599999999999998,24,0,0.1
417,0,-27.599999999999998,24,0,0.1
418,0,-27.599999999999998,24,0,0.1
419,0,-27.599999999999998,24,0,0.1
420,0,-27.599999999999998,24,0,0.1
421,0,-27.599999999999998,24,0,0.1
422,0,-27.599999999999998,24,0,0.1
423,0,-27.599999999999998,24,0,0.1
424,0,-27.599999999999998,24,0,0.1
425,0,-27.599999999999998,24,0,0.1
426,0,-27.599999999999998,24,0,0.1
427,0,-27.599999999999998,24,0,0.1
428,0,-27.599999999999998,24,0,0.1
429,0,-27.599999999999998,24,0,0.1
430,0,-27.599999999999998,24,0,0.1
431,0,-27.599999999999998,24,0,0.1
432,0,-27.599999999999998,24,0,0.1
433,0,-27.599999999999998,24,0,0.1
434,0,-27.599999999999998,24,0,0.1
435,0,-27.599999999999998,24,0,0.1
436,0,-27.599999999999998,24,0,0.1
437,0,-27.599999999999998,24,0,0.1
438,0,-27.599999999999998,24,0,0.1
439,0,-27.599999999999998,24,0,0.1
440,0,-27.599999999999998,24,0,0.1
441,0,-27.599999999999998,24,0,0.1
442,0,-27.599999999999998,24,0,0.1
443,0,-27.599999999999998,24,0,0.1
444,0,-27.599999999999998,24,0,0.1
445,0,-27.599999999999998,24,0,0.1
446,0,-27.599999999999998,24,0,0.1
447,0,-27.599999999999998,24,0,0.1
448,0,-27.599999999999998,24,0,0.1
449,0,-27.599999999999998,24,0,0.1
450,0,-27.599999999999998,24,0,0.1
451,0,-27.599999999999998,24,0,0.1
452,0,-27.599999999999998,24,0,0.1
453,0,-27.599999999999998,24,0,0.1
454,0,-27.599999999999998,24,0,0.1
455,0,-27.599999999999998,24,0,0.1
456,0,-27.599999999999998,24,0,0.1
457,0,-27.599999999999998,24,0,0.1
458,0,-27.599999999999998,24,0,0.1
459,0,-27.599999999999998,24,0,0.1
460,0,-27.599999999999998,24,0,0.1
461,0,-27.599999999999998,24,0,0.1
462,0,-27.599999999999998,24,0,0.1
463,0,-27.599999999999998,24,0,0.1
464,0,-27.599999999999998,24,0,0.1
465,0,-27.599999999999998,24,0,0.1
466,0,-27.599999999999998,24,0,0.1
467,0,-27.599999999999998,24,0,0.1
468,0,-27.599999999999998,24,0,0.1
469,0,-27.599999999999998,24,0,0.1
470,0,-27.599999999999998,24,0,0.1
471,0,-27.599999999999998,24,0,0.1
472,0,-27.599999999999998,24,0,0.1
473,0,-27.599999999999998,24,0,0.1
474,0,-27.599999999999998,24,0,0.1
475,0,-27.599999999999998,24,0,0.1
476,0,-27.599999999999998,24,0,0.1
477,0,-27.599999999999998,24,0,0.1
478,0,-27.599999999999998,24,0,0.1
479,0,-27.599999999999998,24,0,0.1
480,0,-27.599999999999998,24,0,0.1
481,0,-27.599999999999998,24,0,0.1
482,0,-27.599999999999998,24,0,0.1
483,0,-27.599999999999998,24,0,0.1
484,0,-27.599999999999998,24,0,0.1
485,0,-27.599999999999998,24,0,0.1
486,0,-27.599999999999998,24,0,0.1
487,0,-27.599999999999998,24,0,0.1
488,0,-27.599999999999998,24,0,0.1
489,0,-27.599999999999998,24,0,0.1
490,0,-27.599999999999998,24,0,0.1
491,0,-27.599999999999998,24,0,0.1
492,0,-27.599999999999998,24,0,0.1
493,0,-27.599999999999998,24,0,0.1
494,0,-27.599999999999998,24,0,0.1
495,0,-27.599999999999998,24,0,0.1
496,0,-27.599999999999998,24,0,0.1
497,0,-27.599999999999998,24,0,0.1
498,0,-27.599999999999998,24,0,0.1
499,0,-27.599999999999998,24,0,0.1
500,0,-27.599999999999998,24,0,0.1
