episode,total_reward,steps,resources_collected,final_resources,goal_reached,death_by_hazard,epsilon,agent_type,economy,balance,spawn_rate,seed
1,17.770000000000003,30,0,99.96999999999998,False,False,0.1720768383829392,PGF,harsh,3.33,0.4,123
2,20.400000000000002,30,1,101.0,False,False,0.14805219153934096,PGF,harsh,3.33,0.4,123
3,109.99000000000001,14,2,185.99,True,False,0.13801871219843223,PGF,harsh,3.33,0.4,123
4,106.4,16,1,185.0,True,False,0.12738176517877567,PGF,harsh,3.33,0.4,123
5,92.385,16,3,186.985,True,False,0.11756459571026966,PGF,harsh,3.33,0.4,123
6,24.19,30,2,101.99,False,False,0.10115071967795829,PGF,harsh,3.33,0.4,123
7,105.99000000000001,28,2,185.99,True,False,0.08790533593768854,PGF,harsh,3.33,0.4,123
8,66.27000000000001,17,1,184.97,True,False,0.0807249176478022,PGF,harsh,3.33,0.4,123
9,115.4,6,3,187.0,True,False,0.0783332409054757,PGF,harsh,3.33,0.4,123
10,112.4,6,2,186.0,True,False,0.07601242354345533,PGF,harsh,3.33,0.4,123
11,112.0,8,2,186.0,True,False,0.07302460652350727,PGF,harsh,3.33,0.4,123
12,112.10000000000001,7,2,186.0,True,False,0.07050676532358482,PGF,harsh,3.33,0.4,123
13,89.385,6,1,184.985,True,False,0.06841782679364034,PGF,harsh,3.33,0.4,123
14,-2.0250000000000163,30,0,99.975,False,False,0.05886561661840586,PGF,harsh,3.33,0.4,123
15,85.66499999999999,19,1,184.96499999999997,True,False,0.053518043940540334,PGF,harsh,3.33,0.4,123
16,109.4,6,1,185.0,True,False,0.05193243859442102,PGF,harsh,3.33,0.4,123
17,115.4,6,3,187.0,True,False,0.0503938107558585,PGF,harsh,3.33,0.4,123
18,109.10000000000001,7,1,185.0,True,False,0.04865626475619124,PGF,harsh,3.33,0.4,123
19,112.39,6,2,185.99,True,False,0.047214701727368115,PGF,harsh,3.33,0.4,123
20,112.4,6,2,186.0,True,False,0.0458158485936938,PGF,harsh,3.33,0.4,123
21,109.4,6,1,185.0,True,False,0.04445843996814939,PGF,harsh,3.33,0.4,123
22,109.4,6,1,185.0,True,False,0.04314124795395802,PGF,harsh,3.33,0.4,123
23,112.4,6,2,186.0,True,False,0.041863081033843105,PGF,harsh,3.33,0.4,123
24,112.4,6,2,186.0,True,False,0.040622782992195024,PGF,harsh,3.33,0.4,123
25,112.4,6,2,186.0,True,False,0.039419231869171324,PGF,harsh,3.33,0.4,123
26,109.4,6,1,185.0,True,False,0.03825133894578426,PGF,harsh,3.33,0.4,123
27,109.4,6,1,185.0,True,False,0.03711804775905773,PGF,harsh,3.33,0.4,123
28,112.4,6,2,186.0,True,False,0.03601833314636256,PGF,harsh,3.33,0.4,123
29,115.4,6,3,187.0,True,False,0.0349512003180658,PGF,harsh,3.33,0.4,123
30,112.10000000000001,7,2,186.0,True,False,0.03374610553786674,PGF,harsh,3.33,0.4,123
31,112.4,6,2,186.0,True,False,0.03274629311178113,PGF,harsh,3.33,0.4,123
32,112.4,6,2,186.0,True,False,0.03177610261899486,PGF,harsh,3.33,0.4,123
33,115.4,6,3,187.0,True,False,0.030834656435956245,PGF,harsh,3.33,0.4,123
34,115.4,6,3,187.0,True,False,0.029921102940897188,PGF,harsh,3.33,0.4,123
35,109.4,6,1,185.0,True,False,0.02903461574346555,PGF,harsh,3.33,0.4,123
36,112.0,8,2,186.0,True,False,0.02789335336763321,PGF,harsh,3.33,0.4,123
37,115.4,6,3,187.0,True,False,0.02706694330171128,PGF,harsh,3.33,0.4,123
38,115.4,6,3,187.0,True,False,0.026265017692285342,PGF,harsh,3.33,0.4,123
39,118.4,6,4,188.0,True,False,0.02548685112634964,PGF,harsh,3.33,0.4,123
40,112.4,6,2,186.0,True,False,0.024731739683065464,PGF,harsh,3.33,0.4,123
41,112.4,6,2,186.0,True,False,0.023999000297002165,PGF,harsh,3.33,0.4,123
42,115.4,6,3,187.0,True,False,0.023287970140243756,PGF,harsh,3.33,0.4,123
43,115.4,6,3,187.0,True,False,0.02259800602280212,PGF,harsh,3.33,0.4,123
44,109.0,8,1,185.0,True,False,0.02170974718478182,PGF,harsh,3.33,0.4,123
45,112.4,6,2,186.0,True,False,0.02106654185318686,PGF,harsh,3.33,0.4,123
46,109.4,6,1,185.0,True,False,0.02044239308153573,PGF,harsh,3.33,0.4,123
47,112.4,6,2,186.0,True,False,0.019836736271776987,PGF,harsh,3.33,0.4,123
48,109.4,6,1,185.0,True,False,0.019249023553482687,PGF,harsh,3.33,0.4,123
49,112.4,6,2,186.0,True,False,0.01867872328825086,PGF,harsh,3.33,0.4,123
50,109.4,6,1,185.0,True,False,0.018125319588791305,PGF,harsh,3.33,0.4,123
51,109.4,6,1,185.0,True,False,0.017588311852259692,PGF,harsh,3.33,0.4,123
52,115.4,6,3,187.0,True,False,0.017067214307417783,PGF,harsh,3.33,0.4,123
53,115.4,6,3,187.0,True,False,0.016561555575210152,PGF,harsh,3.33,0.4,123
54,112.10000000000001,7,2,186.0,True,False,0.015990523851148124,PGF,harsh,3.33,0.4,123
55,115.4,6,3,187.0,True,False,0.015516764755359819,PGF,harsh,3.33,0.4,123
56,112.4,6,2,186.0,True,False,0.015057041952749367,PGF,harsh,3.33,0.4,123
57,112.4,6,2,186.0,True,False,0.014610939583171967,PGF,harsh,3.33,0.4,123
58,109.4,6,1,185.0,True,False,0.014178054107375371,PGF,harsh,3.33,0.4,123
59,112.4,6,2,186.0,True,False,0.013757993941962747,PGF,harsh,3.33,0.4,123
60,118.4,6,4,188.0,True,False,0.01335037910517069,PGF,harsh,3.33,0.4,123
