Agente,Episodio,Recompensa,Tripwires,Flexibilidad,Robustez,Q-optimal,PGF_Bruto_Avg,PGF_Costo_Avg,RiskEffective_Avg,Surprise_Avg,Starvation,GoalReached
simbiosis,1,-23.26558560363617,0.0,0.5,0.9733333333333333,0.7,4.832869066060637,0.2544666666666667,0.1909445741758242,0.0,0,0
simbiosis,2,-13.879999999999981,0.0,0.5,1.0,0.8,5.5,0.0,0.19378235370810923,0.0,0,0
simbiosis,3,-41.093320053068155,0.0,0.5294117647058824,1.0,0.8823529411764706,4.9490235138034855,0.07058823529411766,0.24332633053221292,0.047058823529411764,1,0
simbiosis,4,-19.259999999999994,0.0,0.5,1.0,0.8666666666666667,5.066666666666666,0.17,0.18667811548616506,0.0,0,0
simbiosis,5,-20.08,0.0,0.5,1.0,0.8333333333333334,5.033333333333333,0.19333333333333333,0.18834464378214377,0.0,0,0
simbiosis,6,-16.599999999999984,0.0,0.5,1.0,0.9666666666666667,5.5,0.0,0.1948157051282051,0.0,0,0
simbiosis,7,-18.899999999999988,0.0,0.5,1.0,0.7,5.266666666666667,0.07000000000000002,0.19556356837606836,0.0,0,0
simbiosis,8,-20.51059280181809,0.0,0.5,0.9866666666666667,0.8333333333333334,5.133101199696984,0.12353333333333331,0.19776776903651902,0.0,0,0
simbiosis,9,-57.593320053068155,0.0,0.75,1.0,1.0,0.8166998673296213,0.6000000000000001,0.2710606060606061,0.4,1,0
simbiosis,10,-24.372192801818095,0.0,0.5,0.9866666666666667,0.9,5.033101199696985,0.2538000000000001,0.2307024276649277,0.0,0,0
simbiosis,11,-20.50789202727136,0.0,0.5,0.8000000000000003,0.8,5.163184662121438,0.13449999999999993,0.19144461961649464,0.0,0,0
simbiosis,12,-16.279999999999983,0.0,0.5,1.0,0.8,5.5,0.0,0.19381944444444443,0.0,0,0
simbiosis,13,-14.839999999999982,0.0,0.5,1.0,0.8666666666666667,5.5,0.0,0.20368055555555556,0.0,0,0
simbiosis,14,-15.319999999999983,0.0,0.5,1.0,0.8,5.5,0.0,0.1992708333333333,0.0,0,0
simbiosis,15,-17.659999999999986,0.0,0.5,1.0,0.8,5.466666666666667,0.010000000000000002,0.1997800925925926,0.0,0,0
simbiosis,16,-17.029592801818083,0.0,0.5,0.9866666666666667,0.8666666666666667,5.466434533030319,0.010033333333333333,0.20506438665501164,0.0,0,0
simbiosis,17,-27.934758519809783,6.0,0.5,1.0,0.8333333333333334,4.720873580031702,0.3233333333333332,0.38156249999999997,0.2,0,0
simbiosis,18,-42.24291285488624,0.0,0.53125,0.975,0.6875,4.91415223284805,0.0875625,0.24293506865081943,0.05,1,0
simbiosis,19,-45.49332005306815,0.0,0.5384615384615384,1.0,0.7692307692307693,4.77949228728148,0.09230769230769233,0.24301839464882946,0.06153846153846154,1,0
simbiosis,20,-57.593320053068155,0.0,0.75,1.0,1.0,0.8166998673296222,0.6000000000000001,0.248786231884058,0.4,1,0
simbiosis,21,-32.654891260340506,0.0,0.5172413793103449,0.9448275862068967,0.7241379310344828,5.038122196493014,0.11103448275862068,0.184003452819045,0.027586206896551727,1,0
simbiosis,22,-59.01332005306815,0.0,1.0,1.0,1.0,-3.866600265340761,1.2000000000000002,0.2141666666666667,0.8,1,0
simbiosis,23,-59.83332005306816,0.0,1.0,1.0,1.0,-3.8666002653407556,1.3,0.2141666666666667,0.8,1,0
simbiosis,24,-59.01332005306815,0.0,1.0,1.0,1.0,-3.8666002653407556,1.2000000000000002,0.2141666666666667,0.8,1,0
simbiosis,25,-58.413320053068155,0.0,0.75,1.0,1.0,0.8166998673296222,0.65,0.26637310606060605,0.4,1,0
simbiosis,26,-59.01332005306815,0.0,1.0,1.0,1.0,-3.8666002653407556,1.2000000000000002,0.23179487179487182,0.8,1,0
simbiosis,27,-57.593320053068155,0.0,0.75,1.0,1.0,0.8166998673296222,0.6000000000000001,0.2710606060606061,0.4,1,0
simbiosis,28,-59.01332005306815,0.0,1.0,1.0,1.0,-3.8666002653407556,1.2000000000000002,0.23179487179487182,0.8,1,0
simbiosis,29,-59.01332005306815,0.0,1.0,1.0,1.0,-3.8666002653407556,1.2000000000000002,0.23179487179487182,0.8,1,0
simbiosis,30,-59.01332005306815,0.0,1.0,1.0,1.0,-3.8666002653407556,1.2000000000000002,0.23179487179487182,0.8,1,0
simbiosis,31,-59.01332005306815,0.0,1.0,1.0,1.0,-3.8666002653407556,1.2000000000000002,0.23179487179487182,0.8,1,0
simbiosis,32,-58.413320053068155,0.0,0.75,1.0,1.0,0.8166998673296222,0.65,0.2710606060606061,0.4,1,0
simbiosis,33,-59.83332005306816,0.0,1.0,1.0,1.0,-3.8666002653407556,1.3,0.23179487179487182,0.8,1,0
simbiosis,34,-59.01332005306815,0.0,1.0,1.0,1.0,-3.8666002653407556,1.2000000000000002,0.23179487179487182,0.8,1,0
simbiosis,35,-59.01332005306815,0.0,1.0,1.0,1.0,-3.8666002653407556,1.2000000000000002,0.23179487179487182,0.8,1,0
simbiosis,36,-59.01332005306815,0.0,1.0,1.0,1.0,-3.8666002653407556,1.2000000000000002,0.23179487179487182,0.8,1,0
simbiosis,37,-59.01332005306815,0.0,1.0,1.0,1.0,-3.8666002653407556,1.2000000000000002,0.23179487179487182,0.8,1,0
simbiosis,38,-53.38291285488624,0.0,0.5833333333333334,0.9333333333333332,0.6666666666666666,3.9377392875947996,0.21683333333333335,0.2919758898508899,0.13333333333333333,1,0
simbiosis,39,-59.01332005306815,0.0,1.0,1.0,1.0,-3.8666002653407556,1.2000000000000002,0.23179487179487182,0.8,1,0
simbiosis,40,-58.413320053068155,0.0,0.75,1.0,1.0,0.8166998673296222,0.65,0.2710606060606061,0.4,1,0
simbiosis,41,-59.01332005306815,0.0,1.0,1.0,1.0,-3.8666002653407325,1.2000000000000002,0.23179487179487182,0.8,1,0
simbiosis,42,-57.593320053068155,0.0,0.75,1.0,1.0,0.8166998673296222,0.6000000000000001,0.2710606060606061,0.4,1,0
simbiosis,43,-59.01332005306815,0.0,1.0,1.0,1.0,-3.8666002653407556,1.2000000000000002,0.23179487179487182,0.8,1,0
simbiosis,44,-59.01332005306815,0.0,1.0,1.0,0.0,-3.8666002653407556,1.2000000000000002,0.23179487179487182,0.8,1,0
simbiosis,45,-58.413320053068155,0.0,0.75,1.0,1.0,0.8166998673296222,0.65,0.26637310606060605,0.4,1,0
simbiosis,46,-57.593320053068155,0.0,0.75,1.0,1.0,0.8166998673296222,0.6000000000000001,0.2710606060606061,0.4,1,0
simbiosis,47,-59.01332005306815,0.0,1.0,1.0,1.0,-3.8666002653407556,1.2000000000000002,0.23179487179487182,0.8,1,0
simbiosis,48,-55.08291285488624,0.0,0.625,0.9,0.75,3.1566089313921997,0.30025,0.28770565025252526,0.2,1,0
simbiosis,49,-59.01332005306815,0.0,1.0,1.0,1.0,-3.8666002653407556,1.2000000000000002,0.23179487179487182,0.8,1,0
simbiosis,50,-59.01332005306815,0.0,1.0,1.0,1.0,-3.8666002653407556,1.2000000000000002,0.23179487179487182,0.8,1,0
simbiosis,51,-59.01332005306815,0.0,1.0,1.0,0.0,-3.8666002653407556,1.2000000000000002,0.23179487179487182,0.8,1,0
simbiosis,52,-59.01332005306815,0.0,1.0,1.0,1.0,-3.8666002653407556,1.2000000000000002,0.23179487179487182,0.8,1,0
simbiosis,53,-59.01332005306815,0.0,1.0,1.0,1.0,-3.8666002653407556,1.2000000000000002,0.23179487179487182,0.8,1,0
simbiosis,54,-59.01332005306815,0.0,1.0,1.0,1.0,-3.8666002653407556,1.2000000000000002,0.23179487179487182,0.8,1,0
simbiosis,55,-59.01332005306815,0.0,1.0,1.0,0.0,-3.8666002653407556,1.2000000000000002,0.23179487179487182,0.8,1,0
simbiosis,56,-57.593320053068155,0.0,0.75,1.0,1.0,0.8166998673296222,0.6000000000000001,0.2710606060606061,0.4,1,0
simbiosis,57,-57.593320053068155,0.0,0.75,1.0,1.0,0.8166998673296222,0.6000000000000001,0.2710606060606061,0.4,1,0
simbiosis,58,-59.01332005306815,0.0,1.0,1.0,1.0,-3.8666002653407556,1.2000000000000002,0.23179487179487182,0.8,1,0
simbiosis,59,-59.01332005306815,0.0,1.0,1.0,0.0,-3.8666002653407556,1.2000000000000002,0.23179487179487182,0.8,1,0
simbiosis,60,-59.01332005306815,0.0,1.0,1.0,1.0,-3.8666002653407556,1.2000000000000002,0.23179487179487182,0.8,1,0
simbiosis,61,-59.83332005306816,0.0,1.0,1.0,1.0,-3.8666002653407556,1.3,0.23179487179487182,0.8,1,0
simbiosis,62,-59.01332005306815,0.0,1.0,1.0,1.0,-3.8666002653407556,1.2000000000000002,0.23179487179487182,0.8,1,0
simbiosis,63,-59.01332005306815,0.0,1.0,1.0,1.0,-3.8666002653407556,1.2000000000000002,0.23179487179487182,0.8,1,0
simbiosis,64,-59.01332005306815,0.0,1.0,1.0,1.0,-3.8666002653407556,1.2000000000000002,0.23179487179487182,0.8,1,0
simbiosis,65,-57.593320053068155,0.0,0.75,1.0,1.0,0.8166998673296222,0.6000000000000001,0.2710606060606061,0.4,1,0
simbiosis,66,-56.21332005306816,0.0,0.625,1.0,0.5,3.158349933664811,0.325,0.27985321969696975,0.2,1,0
simbiosis,67,-59.01332005306815,0.0,1.0,1.0,1.0,-3.8666002653407556,1.2000000000000002,0.23179487179487182,0.8,1,0
simbiosis,68,-55.08291285488624,0.0,0.625,0.9,0.75,3.1566089313921997,0.30025,0.28770565025252526,0.2,1,0
simbiosis,69,-58.57332005306816,0.0,0.75,1.0,0.5,0.8166998673296222,0.65,0.27611111111111114,0.4,1,0
simbiosis,70,-56.373320053068156,0.0,0.625,1.0,0.75,3.158349933664811,0.325,0.2933159722222222,0.2,1,0
simbiosis,71,-57.593320053068155,0.0,0.75,1.0,1.0,0.8166998673296222,0.6000000000000001,0.29446428571428573,0.4,1,0
simbiosis,72,-59.01332005306815,0.0,1.0,1.0,1.0,-3.8666002653407556,1.2000000000000002,0.2488888888888889,0.8,1,0
simbiosis,73,-59.01332005306815,0.0,1.0,1.0,1.0,-3.8666002653407556,1.2000000000000002,0.2488888888888889,0.8,1,0
simbiosis,74,-59.01332005306815,0.0,1.0,1.0,1.0,-3.8666002653407556,1.2000000000000002,0.2488888888888889,0.8,1,0
simbiosis,75,-59.83332005306816,0.0,1.0,1.0,1.0,-3.8666002653407556,1.3,0.2488888888888889,0.8,1,0
simbiosis,76,-57.593320053068155,0.0,0.75,1.0,1.0,0.8166998673296222,0.6000000000000001,0.29446428571428573,0.4,1,0
simbiosis,77,-59.01332005306815,0.0,1.0,1.0,1.0,-3.8666002653407556,1.2000000000000002,0.2488888888888889,0.8,1,0
simbiosis,78,-59.01332005306815,0.0,1.0,1.0,1.0,-3.8666002653407556,1.2000000000000002,0.2488888888888889,0.8,1,0
simbiosis,79,-59.01332005306815,0.0,1.0,1.0,1.0,-3.8666002653407556,1.2000000000000002,0.2488888888888889,0.8,1,0
simbiosis,80,-55.08291285488624,0.0,0.625,0.9,0.75,3.1566089313921997,0.30025,0.31885193452380955,0.2,1,0
simbiosis,81,-59.01332005306815,0.0,1.0,1.0,0.0,-3.8666002653407556,1.2000000000000002,0.2488888888888889,0.8,1,0
simbiosis,82,-56.49332005306815,0.0,0.6666666666666666,1.0,0.6666666666666666,2.3777999115530815,0.4000000000000001,0.30214285714285716,0.26666666666666666,1,0
simbiosis,83,-59.01332005306815,0.0,1.0,1.0,0.0,-3.8666002653407556,1.2000000000000002,0.2488888888888889,0.8,1,0
simbiosis,84,-43.46291285488625,0.0,0.5357142857142857,0.9714285714285714,0.7857142857142857,4.830459694683486,0.09292857142857144,0.29468296485260775,0.05714285714285715,1,0
simbiosis,85,-59.01332005306815,0.0,1.0,1.0,0.0,-3.8666002653407556,1.2000000000000002,0.2488888888888889,0.8,1,0
simbiosis,86,-59.01332005306815,0.0,1.0,1.0,1.0,-3.8666002653407556,1.2000000000000002,0.2488888888888889,0.8,1,0
simbiosis,87,-58.413320053068155,0.0,0.75,1.0,1.0,0.8166998673296222,0.65,0.2897767857142857,0.4,1,0
simbiosis,88,-57.75332005306815,0.0,0.75,1.0,0.5,0.8166998673296222,0.6000000000000001,0.2865277777777778,0.4,1,0
simbiosis,89,-57.593320053068155,0.0,0.75,1.0,1.0,0.8166998673296222,0.6000000000000001,0.29446428571428573,0.4,1,0
simbiosis,90,-54.15250565670433,0.0,0.6,0.8400000000000001,0.4,3.62389434329567,0.2404,0.31193005952380953,0.16,1,0
