episode,agent,total_reward,steps,resources_collected,final_resources,D_effective,rho,p_acceso,tau_consumo,cells_visited
1,PGF,27.99,30,8,107.99,1.3090909090909089,0.3,0.375,1.375,6
2,PGF,21.725,30,2,101.92499999999997,1.0799999999999998,0.3,0.5625,2.5,9
3,PGF,18.790000000000003,30,1,100.99,0.8999999999999999,0.3,0.1875,1.0,3
4,PGF,17.400000000000002,30,0,100.0,0.6,0.3,0.125,1.0,2
5,PGF,17.200000000000003,30,0,100.0,0.6,0.3,0.125,1.0,2
6,PGF,18.990000000000002,30,1,100.99,0.75,0.3,0.3125,2.0,5
7,PGF,24.2,30,5,105.0,1.0,0.3,0.25,1.2,4
8,PGF,17.6,30,0,100.0,1.2,0.3,0.25,1.0,4
9,PGF,19.400000000000002,30,1,101.0,0.75,0.3,0.3125,2.0,5
10,PGF,109.60000000000001,20,3,188.0,1.26,0.3,0.4375,1.6666666666666667,7
11,PGF,113.0,12,5,190.0,0.9999999999999999,0.3,0.375,1.8,6
12,PGF,17.985000000000003,30,0,99.985,1.7999999999999998,0.3,0.375,1.0,6
13,PGF,18.6,30,1,101.0,0.6,0.3,0.25,2.0,4
14,PGF,17.790000000000003,30,0,99.99,1.5,0.3,0.3125,1.0,5
15,PGF,18.790000000000003,30,1,100.99,1.5,0.3,0.3125,1.0,5
16,PGF,18.990000000000002,30,1,100.99,0.8999999999999999,0.3,0.375,2.0,6
17,PGF,109.4,6,0,185.0,1.7999999999999998,0.3,0.375,1.0,6
18,PGF,109.385,6,0,184.985,1.7999999999999998,0.3,0.375,1.0,6
19,PGF,111.4,6,2,187.0,0.8999999999999999,0.3,0.375,2.0,6
20,PGF,20.17,30,2,101.97,1.4000000000000001,0.3,0.4375,1.5,7
21,PGF,19.79,30,2,101.99,0.6,0.3,0.3125,2.5,5
22,PGF,18.990000000000002,30,1,100.99,1.7999999999999998,0.3,0.375,1.0,6
23,PGF,18.985000000000003,30,1,100.985,1.7999999999999998,0.3,0.375,1.0,6
24,PGF,18.985000000000003,30,1,100.985,0.8999999999999999,0.3,0.375,2.0,6
25,PGF,109.385,6,0,184.985,1.7999999999999998,0.3,0.375,1.0,6
26,PGF,111.385,6,2,186.985,0.72,0.3,0.375,2.5,6
27,PGF,105.48500000000001,19,0,184.985,1.7999999999999998,0.3,0.375,1.0,6
28,PGF,112.4,6,3,188.0,1.0799999999999998,0.3,0.375,1.6666666666666667,6
29,PGF,110.4,6,1,186.0,0.44999999999999996,0.3,0.375,4.0,6
30,PGF,109.4,6,0,185.0,1.7999999999999998,0.3,0.375,1.0,6
31,PGF,110.4,6,1,186.0,0.44999999999999996,0.3,0.375,4.0,6
32,PGF,110.4,6,1,186.0,0.44999999999999996,0.3,0.375,4.0,6
33,PGF,110.4,6,1,186.0,0.8999999999999999,0.3,0.375,2.0,6
34,PGF,110.385,6,1,185.985,0.8999999999999999,0.3,0.375,2.0,6
35,PGF,109.4,6,0,185.0,1.7999999999999998,0.3,0.375,1.0,6
36,PGF,111.08500000000001,7,2,186.985,0.8999999999999999,0.3,0.375,2.0,6
37,PGF,109.385,6,0,184.985,1.7999999999999998,0.3,0.375,1.0,6
38,PGF,110.4,6,1,186.0,0.6,0.3,0.375,3.0,6
39,PGF,110.4,6,1,186.0,0.6,0.3,0.375,3.0,6
40,PGF,112.4,6,3,188.0,0.7714285714285714,0.3,0.375,2.3333333333333335,6
41,PGF,109.385,6,0,184.985,1.7999999999999998,0.3,0.375,1.0,6
42,PGF,110.4,6,1,186.0,1.7999999999999998,0.3,0.375,1.0,6
43,PGF,112.4,6,3,188.0,0.6749999999999999,0.3,0.375,2.6666666666666665,6
44,PGF,110.4,6,1,186.0,0.6,0.3,0.375,3.0,6
45,PGF,110.4,6,1,186.0,0.44999999999999996,0.3,0.375,4.0,6
46,PGF,109.4,6,0,185.0,1.7999999999999998,0.3,0.375,1.0,6
47,PGF,109.4,6,0,185.0,1.7999999999999998,0.3,0.375,1.0,6
48,PGF,109.4,6,0,185.0,1.7999999999999998,0.3,0.375,1.0,6
49,PGF,109.0,14,2,187.0,1.2,0.3,0.375,1.5,6
50,PGF,109.4,6,0,185.0,1.7999999999999998,0.3,0.375,1.0,6
51,PGF,111.4,6,2,187.0,0.8999999999999999,0.3,0.375,2.0,6
52,PGF,109.4,6,0,185.0,1.7999999999999998,0.3,0.375,1.0,6
53,PGF,112.4,6,3,188.0,0.8999999999999999,0.3,0.375,2.0,6
54,PGF,109.385,6,0,184.985,1.7999999999999998,0.3,0.375,1.0,6
55,PGF,109.385,6,0,184.985,1.7999999999999998,0.3,0.375,1.0,6
56,PGF,110.4,6,1,186.0,0.8999999999999999,0.3,0.375,2.0,6
57,PGF,111.4,6,2,187.0,0.8999999999999999,0.3,0.375,2.0,6
58,PGF,110.4,6,1,186.0,0.8999999999999999,0.3,0.375,2.0,6
59,PGF,113.4,6,4,189.0,0.8999999999999999,0.3,0.375,2.0,6
60,PGF,111.4,6,2,187.0,0.6,0.3,0.375,3.0,6
61,PGF,110.4,6,1,186.0,0.6,0.3,0.375,3.0,6
62,PGF,110.4,6,1,186.0,0.44999999999999996,0.3,0.375,4.0,6
63,PGF,110.4,6,1,186.0,1.7999999999999998,0.3,0.375,1.0,6
64,PGF,112.4,6,3,188.0,1.0799999999999998,0.3,0.375,1.6666666666666667,6
65,PGF,113.4,6,4,189.0,0.7999999999999999,0.3,0.375,2.25,6
66,PGF,111.4,6,2,187.0,1.7999999999999998,0.3,0.375,1.0,6
67,PGF,111.4,6,2,187.0,0.8999999999999999,0.3,0.375,2.0,6
68,PGF,110.4,6,1,186.0,0.8999999999999999,0.3,0.375,2.0,6
69,PGF,111.4,6,2,187.0,0.8999999999999999,0.3,0.375,2.0,6
70,PGF,111.4,6,2,187.0,0.8999999999999999,0.3,0.375,2.0,6
71,PGF,110.4,6,1,186.0,0.44999999999999996,0.3,0.375,4.0,6
72,PGF,110.4,6,1,186.0,0.8999999999999999,0.3,0.375,2.0,6
73,PGF,111.4,6,2,187.0,0.44999999999999996,0.3,0.375,4.0,6
74,PGF,109.4,6,0,185.0,1.7999999999999998,0.3,0.375,1.0,6
75,PGF,111.4,6,2,187.0,1.7999999999999998,0.3,0.375,1.0,6
76,PGF,110.4,6,1,186.0,0.6,0.3,0.375,3.0,6
77,PGF,111.4,6,2,187.0,0.8999999999999999,0.3,0.375,2.0,6
78,PGF,111.4,6,2,187.0,0.72,0.3,0.375,2.5,6
79,PGF,110.4,6,1,186.0,0.8999999999999999,0.3,0.375,2.0,6
80,PGF,110.4,6,1,186.0,0.44999999999999996,0.3,0.375,4.0,6
81,PGF,110.4,6,1,186.0,0.6,0.3,0.375,3.0,6
82,PGF,111.39,6,2,186.99,1.2,0.3,0.375,1.5,6
83,PGF,110.4,6,1,186.0,0.6,0.3,0.375,3.0,6
84,PGF,111.39,6,2,186.99,0.5142857142857142,0.3,0.375,3.5,6
85,PGF,110.39,6,1,185.99,0.8999999999999999,0.3,0.375,2.0,6
86,PGF,110.39,6,1,185.99,1.7999999999999998,0.3,0.375,1.0,6
87,PGF,111.4,6,2,187.0,0.5142857142857142,0.3,0.375,3.5,6
88,PGF,111.39,6,2,186.99,0.8999999999999999,0.3,0.375,2.0,6
89,PGF,110.39,6,1,185.99,0.6,0.3,0.375,3.0,6
90,PGF,111.39,6,2,186.99,0.8999999999999999,0.3,0.375,2.0,6
91,PGF,110.375,6,1,185.975,0.8999999999999999,0.3,0.375,2.0,6
92,PGF,110.39,6,1,185.99,0.8999999999999999,0.3,0.375,2.0,6
93,PGF,109.39,6,0,184.99,1.7999999999999998,0.3,0.375,1.0,6
94,PGF,110.39,6,1,185.99,0.8999999999999999,0.3,0.375,2.0,6
95,PGF,109.39,6,0,184.99,1.7999999999999998,0.3,0.375,1.0,6
96,PGF,109.39,6,0,184.99,1.7999999999999998,0.3,0.375,1.0,6
97,PGF,110.39,6,1,185.99,1.7999999999999998,0.3,0.375,1.0,6
98,PGF,111.39,6,2,186.99,0.6,0.3,0.375,3.0,6
99,PGF,110.39,6,1,185.99,0.6,0.3,0.375,3.0,6
100,PGF,106.39,16,0,184.99,1.7999999999999998,0.3,0.375,1.0,6
101,PGF,110.39,6,1,185.99,0.8999999999999999,0.3,0.375,2.0,6
102,PGF,110.39,6,1,185.99,0.8999999999999999,0.3,0.375,2.0,6
103,PGF,20.990000000000002,30,3,102.99,0.6749999999999999,0.3,0.375,2.6666666666666665,6
104,PGF,105.49000000000001,19,0,184.99,1.7999999999999998,0.3,0.375,1.0,6
105,PGF,109.79,8,1,185.99,0.6,0.3,0.375,3.0,6
106,PGF,110.39,6,1,185.99,0.6,0.3,0.375,3.0,6
107,PGF,109.09,7,0,184.99,1.7999999999999998,0.3,0.375,1.0,6
108,PGF,109.99000000000001,8,1,185.99,0.8999999999999999,0.3,0.375,2.0,6
