episode,agent,total_reward,steps,resources_collected,final_resources,D_effective,rho,p_acceso,tau_consumo,cells_visited
1,PGF,18.185000000000002,30,0,99.985,0.35000000000000003,0.05,0.4375,1.0,7
2,PGF,17.0,30,0,100.0,0.05,0.05,0.0625,1.0,1
3,PGF,17.200000000000003,30,0,100.0,0.1,0.05,0.125,1.0,2
4,PGF,18.590000000000003,30,1,100.99,0.1,0.05,0.25,2.0,4
5,PGF,17.0,30,0,100.0,0.05,0.05,0.0625,1.0,1
6,PGF,18.39,30,1,100.99,0.07500000000000001,0.05,0.1875,2.0,3
7,PGF,18.590000000000003,30,1,100.99,0.15000000000000002,0.05,0.1875,1.0,3
8,PGF,19.6,30,2,102.0,0.06000000000000001,0.05,0.1875,2.5,3
9,PGF,18.590000000000003,30,1,100.99,0.15000000000000002,0.05,0.1875,1.0,3
10,PGF,19.15,30,1,100.94999999999997,0.15000000000000002,0.05,0.1875,1.0,3
11,PGF,19.05,30,0,99.84999999999992,0.2,0.05,0.25,1.0,4
12,PGF,18.400000000000002,30,0,100.0,0.30000000000000004,0.05,0.375,1.0,6
13,PGF,19.790000000000003,30,1,100.99,0.30000000000000004,0.05,0.375,1.0,6
14,PGF,19.6,30,2,102.0,0.13333333333333333,0.05,0.25,1.5,4
15,PGF,19.000000000000004,30,1,101.0,0.2,0.05,0.25,1.0,4
16,PGF,21.8,30,3,103.0,0.15000000000000002,0.05,0.25,1.3333333333333333,4
17,PGF,17.800000000000004,30,0,100.0,0.2,0.05,0.25,1.0,4
18,PGF,18.6,30,1,101.0,0.2,0.05,0.25,1.0,4
19,PGF,22.400000000000002,30,3,103.0,0.15000000000000002,0.05,0.25,1.3333333333333333,4
20,PGF,17.6,30,0,100.0,0.2,0.05,0.25,1.0,4
21,PGF,17.800000000000004,30,0,100.0,0.2,0.05,0.25,1.0,4
22,PGF,17.800000000000004,30,0,100.0,0.25,0.05,0.3125,1.0,5
23,PGF,17.6,30,0,100.0,0.2,0.05,0.25,1.0,4
24,PGF,17.6,30,0,100.0,0.2,0.05,0.25,1.0,4
25,PGF,18.6,30,0,100.0,0.25,0.05,0.3125,1.0,5
26,PGF,21.0,30,2,102.0,0.25,0.05,0.3125,1.0,5
27,PGF,19.800000000000004,30,1,101.0,0.2,0.05,0.25,1.0,4
28,PGF,18.800000000000004,30,1,101.0,0.25,0.05,0.3125,1.0,5
29,PGF,19.400000000000002,30,1,101.0,0.10000000000000002,0.05,0.375,3.0,6
30,PGF,21.200000000000003,30,1,101.0,0.1,0.05,0.25,2.0,4
31,PGF,21.4,30,3,103.0,0.15000000000000002,0.05,0.25,1.3333333333333333,4
32,PGF,21.8,30,2,102.0,0.25,0.05,0.3125,1.0,5
33,PGF,20.0,30,1,101.0,0.07500000000000001,0.05,0.375,4.0,6
34,PGF,102.50000000000001,29,0,185.0,0.30000000000000004,0.05,0.375,1.0,6
35,PGF,19.585,30,1,100.985,0.30000000000000004,0.05,0.375,1.0,6
36,PGF,18.000000000000004,30,0,100.0,0.30000000000000004,0.05,0.375,1.0,6
37,PGF,19.175,30,1,100.975,0.17500000000000002,0.05,0.4375,2.0,7
38,PGF,110.4,6,1,186.0,0.07500000000000001,0.05,0.375,4.0,6
39,PGF,109.4,6,0,185.0,0.30000000000000004,0.05,0.375,1.0,6
40,PGF,19.17,30,1,100.97,0.15000000000000002,0.05,0.375,2.0,6
41,PGF,19.17,30,1,100.97,0.30000000000000004,0.05,0.375,1.0,6
42,PGF,108.685,15,2,186.985,0.30000000000000004,0.05,0.375,1.0,6
43,PGF,110.385,6,1,185.985,0.30000000000000004,0.05,0.375,1.0,6
44,PGF,110.4,6,1,186.0,0.07500000000000001,0.05,0.375,4.0,6
45,PGF,111.4,6,2,187.0,0.30000000000000004,0.05,0.375,1.0,6
46,PGF,109.385,6,0,184.985,0.30000000000000004,0.05,0.375,1.0,6
47,PGF,105.185,20,0,184.985,0.30000000000000004,0.05,0.375,1.0,6
48,PGF,107.60000000000001,12,0,185.0,0.30000000000000004,0.05,0.375,1.0,6
49,PGF,109.4,6,0,185.0,0.30000000000000004,0.05,0.375,1.0,6
50,PGF,109.385,6,0,184.985,0.30000000000000004,0.05,0.375,1.0,6
51,PGF,110.4,6,1,186.0,0.15000000000000002,0.05,0.375,2.0,6
52,PGF,110.4,6,1,186.0,0.07500000000000001,0.05,0.375,4.0,6
53,PGF,110.385,6,1,185.985,0.30000000000000004,0.05,0.375,1.0,6
54,PGF,104.875,21,0,184.975,0.30000000000000004,0.05,0.375,1.0,6
55,PGF,111.385,6,2,186.985,0.15000000000000002,0.05,0.375,2.0,6
56,PGF,110.385,6,1,185.985,0.10000000000000002,0.05,0.375,3.0,6
57,PGF,108.985,8,0,184.985,0.30000000000000004,0.05,0.375,1.0,6
58,PGF,110.375,6,1,185.975,0.15000000000000002,0.05,0.375,2.0,6
59,PGF,110.385,6,1,185.985,0.30000000000000004,0.05,0.375,1.0,6
60,PGF,108.30000000000001,13,1,186.0,0.10000000000000002,0.05,0.375,3.0,6
61,PGF,110.4,6,1,186.0,0.30000000000000004,0.05,0.375,1.0,6
62,PGF,109.385,6,0,184.985,0.30000000000000004,0.05,0.375,1.0,6
63,PGF,109.375,6,0,184.975,0.30000000000000004,0.05,0.375,1.0,6
64,PGF,110.4,6,1,186.0,0.15000000000000002,0.05,0.375,2.0,6
65,PGF,109.385,6,0,184.985,0.30000000000000004,0.05,0.375,1.0,6
66,PGF,110.385,6,1,185.985,0.30000000000000004,0.05,0.375,1.0,6
67,PGF,110.385,6,1,185.985,0.10000000000000002,0.05,0.375,3.0,6
68,PGF,109.4,6,0,185.0,0.30000000000000004,0.05,0.375,1.0,6
69,PGF,110.4,6,1,186.0,0.10000000000000002,0.05,0.375,3.0,6
70,PGF,109.385,6,0,184.985,0.30000000000000004,0.05,0.375,1.0,6
71,PGF,110.385,6,1,185.985,0.10000000000000002,0.05,0.375,3.0,6
72,PGF,109.385,6,0,184.985,0.30000000000000004,0.05,0.375,1.0,6
73,PGF,109.385,6,0,184.985,0.30000000000000004,0.05,0.375,1.0,6
74,PGF,110.4,6,1,186.0,0.30000000000000004,0.05,0.375,1.0,6
75,PGF,110.4,6,1,186.0,0.30000000000000004,0.05,0.375,1.0,6
76,PGF,110.4,6,1,186.0,0.30000000000000004,0.05,0.375,1.0,6
77,PGF,110.385,6,1,185.985,0.15000000000000002,0.05,0.375,2.0,6
78,PGF,109.385,6,0,184.985,0.30000000000000004,0.05,0.375,1.0,6
79,PGF,111.4,6,2,187.0,0.12000000000000002,0.05,0.375,2.5,6
80,PGF,109.4,6,0,185.0,0.30000000000000004,0.05,0.375,1.0,6
81,PGF,109.4,6,0,185.0,0.30000000000000004,0.05,0.375,1.0,6
82,PGF,109.385,6,0,184.985,0.30000000000000004,0.05,0.375,1.0,6
83,PGF,111.4,6,2,187.0,0.20000000000000004,0.05,0.375,1.5,6
84,PGF,109.4,6,0,185.0,0.30000000000000004,0.05,0.375,1.0,6
85,PGF,111.4,6,2,187.0,0.30000000000000004,0.05,0.375,1.0,6
86,PGF,111.4,6,2,187.0,0.08571428571428573,0.05,0.375,3.5,6
87,PGF,109.4,6,0,185.0,0.30000000000000004,0.05,0.375,1.0,6
88,PGF,110.4,6,1,186.0,0.07500000000000001,0.05,0.375,4.0,6
89,PGF,110.4,6,1,186.0,0.30000000000000004,0.05,0.375,1.0,6
90,PGF,109.4,6,0,185.0,0.30000000000000004,0.05,0.375,1.0,6
91,PGF,110.4,6,1,186.0,0.07500000000000001,0.05,0.375,4.0,6
92,PGF,110.4,6,1,186.0,0.10000000000000002,0.05,0.375,3.0,6
93,PGF,111.4,6,2,187.0,0.10000000000000002,0.05,0.375,3.0,6
94,PGF,109.4,6,0,185.0,0.30000000000000004,0.05,0.375,1.0,6
95,PGF,110.4,6,1,186.0,0.07500000000000001,0.05,0.375,4.0,6
96,PGF,109.4,6,0,185.0,0.30000000000000004,0.05,0.375,1.0,6
