episode,agent,total_reward,steps,resources_collected,final_resources,D_effective,rho,p_acceso,tau_consumo,cells_visited
1,PGF,18.200000000000003,30,1,101.0,0.19999999999999998,0.3,0.125,3.0,2
2,PGF,21.57,30,3,102.96999999999998,0.6428571428571428,0.3,0.3125,2.3333333333333335,5
3,PGF,19.985,30,2,101.985,0.96,0.3,0.5,2.5,8
4,PGF,20.19,30,2,101.99,0.6,0.3,0.4375,3.5,7
5,PGF,18.800000000000004,30,1,101.0,0.6,0.3,0.25,2.0,4
6,PGF,17.800000000000004,30,0,100.0,1.2,0.3,0.25,1.0,4
7,PGF,18.000000000000004,30,0,100.0,1.2,0.3,0.25,1.0,4
8,PGF,17.6,30,0,100.0,1.2,0.3,0.25,1.0,4
9,PGF,18.8,30,1,101.0,0.6,0.3,0.25,2.0,4
10,PGF,17.6,30,0,100.0,1.2,0.3,0.25,1.0,4
11,PGF,18.6,30,1,101.0,0.39999999999999997,0.3,0.25,3.0,4
12,PGF,18.800000000000004,30,1,101.0,0.6,0.3,0.25,2.0,4
13,PGF,18.8,30,1,101.0,0.6,0.3,0.25,2.0,4
14,PGF,18.790000000000003,30,1,100.99,1.5,0.3,0.3125,1.0,5
15,PGF,19.8,30,2,102.0,0.6,0.3,0.25,2.0,4
16,PGF,18.6,30,1,101.0,0.39999999999999997,0.3,0.25,3.0,4
17,PGF,18.6,30,1,101.0,1.2,0.3,0.25,1.0,4
18,PGF,18.800000000000004,30,1,101.0,1.2,0.3,0.25,1.0,4
19,PGF,17.6,30,0,100.0,1.2,0.3,0.25,1.0,4
20,PGF,18.6,30,1,101.0,1.2,0.3,0.25,1.0,4
21,PGF,18.6,30,1,101.0,1.2,0.3,0.25,1.0,4
22,PGF,17.6,30,0,100.0,1.2,0.3,0.25,1.0,4
23,PGF,17.6,30,0,100.0,1.2,0.3,0.25,1.0,4
24,PGF,20.6,30,3,103.0,0.72,0.3,0.25,1.6666666666666667,4
25,PGF,18.6,30,1,101.0,0.6,0.3,0.25,2.0,4
26,PGF,18.6,30,1,101.0,1.2,0.3,0.25,1.0,4
27,PGF,18.6,30,1,101.0,1.2,0.3,0.25,1.0,4
28,PGF,17.6,30,0,100.0,1.2,0.3,0.25,1.0,4
29,PGF,17.6,30,0,100.0,1.2,0.3,0.25,1.0,4
30,PGF,18.6,30,1,101.0,1.2,0.3,0.25,1.0,4
31,PGF,17.800000000000004,30,0,100.0,1.2,0.3,0.25,1.0,4
32,PGF,20.6,30,3,103.0,0.6,0.3,0.25,2.0,4
33,PGF,19.000000000000004,30,1,101.0,0.8999999999999999,0.3,0.375,2.0,6
34,PGF,19.0,30,1,101.0,0.6,0.3,0.375,3.0,6
35,PGF,17.6,30,0,100.0,1.2,0.3,0.25,1.0,4
36,PGF,17.6,30,0,100.0,1.2,0.3,0.25,1.0,4
37,PGF,18.800000000000004,30,1,101.0,0.75,0.3,0.3125,2.0,5
38,PGF,17.6,30,0,100.0,1.2,0.3,0.25,1.0,4
39,PGF,18.6,30,1,101.0,1.2,0.3,0.25,1.0,4
40,PGF,17.6,30,0,100.0,1.2,0.3,0.25,1.0,4
41,PGF,18.6,30,1,101.0,1.2,0.3,0.25,1.0,4
42,PGF,19.6,30,2,102.0,0.48,0.3,0.25,2.5,4
43,PGF,18.800000000000004,30,1,101.0,0.5,0.3,0.3125,3.0,5
44,PGF,19.79,30,2,101.99,0.6,0.3,0.3125,2.5,5
45,PGF,188.20000000000002,30,1,271.0,1.05,0.3,0.4375,2.0,7
46,PGF,782.3750000000001,30,0,864.975,2.1,0.3,0.4375,1.0,7
47,PGF,1122.1750000000002,30,0,1204.975,2.1,0.3,0.4375,1.0,7
48,PGF,17.6,30,0,100.0,1.2,0.3,0.25,1.0,4
49,PGF,18.6,30,1,101.0,0.39999999999999997,0.3,0.25,3.0,4
50,PGF,19.6,30,2,102.0,0.6,0.3,0.25,2.0,4
51,PGF,19.000000000000004,30,1,101.0,0.6,0.3,0.375,3.0,6
52,PGF,18.000000000000004,30,0,100.0,1.7999999999999998,0.3,0.375,1.0,6
53,PGF,18.990000000000002,30,1,100.99,0.44999999999999996,0.3,0.375,4.0,6
54,PGF,2143.1750000000006,30,1,2225.975,2.1,0.3,0.4375,1.0,7
55,PGF,1719.1750000000004,30,2,1801.975,0.8400000000000001,0.3,0.4375,2.5,7
56,PGF,2143.1750000000006,30,1,2225.975,2.1,0.3,0.4375,1.0,7
57,PGF,2142.1750000000006,30,0,2224.975,2.1,0.3,0.4375,1.0,7
58,PGF,2145.1750000000006,30,3,2227.975,0.7875000000000001,0.3,0.4375,2.6666666666666665,7
59,PGF,2144.1750000000006,30,2,2226.975,1.05,0.3,0.4375,2.0,7
60,PGF,2143.1750000000006,30,1,2225.975,0.7000000000000001,0.3,0.4375,3.0,7
61,PGF,2142.1750000000006,30,0,2224.975,2.1,0.3,0.4375,1.0,7
62,PGF,2144.1750000000006,30,2,2226.975,1.4000000000000001,0.3,0.4375,1.5,7
63,PGF,2143.1750000000006,30,1,2225.975,1.05,0.3,0.4375,2.0,7
64,PGF,2143.1750000000006,30,1,2225.975,0.7000000000000001,0.3,0.4375,3.0,7
65,PGF,2143.1750000000006,30,1,2225.975,0.7000000000000001,0.3,0.4375,3.0,7
