episode,agent,total_reward,steps,resources_collected,final_resources,D_effective,rho,p_acceso,tau_consumo,cells_visited
1,PGF,19.6,30,1,101.0,0.6000000000000001,0.2,0.375,2.0,6
2,PGF,18.800000000000004,30,1,101.0,0.3333333333333333,0.2,0.3125,3.0,5
3,PGF,17.15,30,0,99.94999999999999,1.4000000000000001,0.2,0.4375,1.0,7
4,PGF,22.6,30,3,103.0,0.42857142857142855,0.2,0.3125,2.3333333333333335,5
5,PGF,19.400000000000002,30,2,102.0,0.20000000000000004,0.2,0.1875,3.0,3
6,PGF,18.200000000000003,30,1,101.0,0.13333333333333333,0.2,0.125,3.0,2
7,PGF,17.200000000000003,30,0,100.0,0.4,0.2,0.125,1.0,2
8,PGF,17.400000000000002,30,0,100.0,0.4,0.2,0.125,1.0,2
9,PGF,17.200000000000003,30,0,100.0,0.4,0.2,0.125,1.0,2
10,PGF,17.800000000000004,30,0,100.0,0.8,0.2,0.25,1.0,4
11,PGF,17.200000000000003,30,0,100.0,0.4,0.2,0.125,1.0,2
12,PGF,17.800000000000004,30,0,100.0,0.8,0.2,0.25,1.0,4
13,PGF,18.6,30,1,101.0,0.8,0.2,0.25,1.0,4
14,PGF,17.6,30,0,100.0,0.8,0.2,0.25,1.0,4
15,PGF,17.6,30,0,100.0,0.8,0.2,0.25,1.0,4
16,PGF,17.990000000000002,30,0,99.99,1.2000000000000002,0.2,0.375,1.0,6
17,PGF,17.6,30,0,100.0,0.8,0.2,0.25,1.0,4
18,PGF,18.6,30,1,101.0,0.8,0.2,0.25,1.0,4
19,PGF,17.6,30,0,100.0,0.8,0.2,0.25,1.0,4
20,PGF,18.6,30,1,101.0,0.8,0.2,0.25,1.0,4
21,PGF,17.6,30,0,100.0,0.8,0.2,0.25,1.0,4
22,PGF,17.6,30,0,100.0,0.8,0.2,0.25,1.0,4
23,PGF,20.200000000000003,30,2,102.0,0.4800000000000001,0.2,0.375,2.5,6
24,PGF,17.6,30,0,100.0,0.8,0.2,0.25,1.0,4
25,PGF,22.2,30,2,102.0,0.8,0.2,0.25,1.0,4
26,PGF,22.490000000000002,30,3,102.88999999999994,0.8,0.2,0.25,1.0,4
27,PGF,19.385,30,1,100.985,0.4000000000000001,0.2,0.375,3.0,6
28,PGF,17.790000000000003,30,0,99.99,1.0,0.2,0.3125,1.0,5
29,PGF,23.224999999999998,30,3,102.82499999999996,0.6,0.2,0.4375,2.3333333333333335,7
30,PGF,1973.1850000000006,30,1,2055.985,1.4000000000000001,0.2,0.4375,1.0,7
31,PGF,18.6,30,1,101.0,0.4,0.2,0.25,2.0,4
32,PGF,19.6,30,2,102.0,0.8,0.2,0.25,1.0,4
33,PGF,19.79,30,2,101.99,0.4,0.2,0.3125,2.5,5
34,PGF,18.790000000000003,30,1,100.99,0.3333333333333333,0.2,0.3125,3.0,5
35,PGF,2145.1750000000006,30,3,2227.975,0.5250000000000001,0.2,0.4375,2.6666666666666665,7
36,PGF,2143.185000000001,30,1,2225.985,0.46666666666666673,0.2,0.4375,3.0,7
37,PGF,2143.185000000001,30,1,2225.985,0.7000000000000001,0.2,0.4375,2.0,7
38,PGF,2143.185000000001,30,1,2225.985,0.7000000000000001,0.2,0.4375,2.0,7
39,PGF,2142.1750000000006,30,0,2224.975,1.4000000000000001,0.2,0.4375,1.0,7
40,PGF,2143.2000000000007,30,1,2226.0,1.4000000000000001,0.2,0.4375,1.0,7
41,PGF,1038.2,30,1,1121.0,0.7000000000000001,0.2,0.4375,2.0,7
42,PGF,2143.2000000000007,30,1,2226.0,0.7000000000000001,0.2,0.4375,2.0,7
43,PGF,2144.2000000000007,30,2,2227.0,0.56,0.2,0.4375,2.5,7
44,PGF,1973.3700000000006,30,1,2055.9700000000003,0.7000000000000001,0.2,0.4375,2.0,7
45,PGF,2143.2000000000007,30,1,2226.0,0.35000000000000003,0.2,0.4375,4.0,7
46,PGF,2142.185000000001,30,0,2224.985,1.4000000000000001,0.2,0.4375,1.0,7
47,PGF,2058.1850000000004,30,1,2140.985,0.35000000000000003,0.2,0.4375,4.0,7
48,PGF,2143.185000000001,30,1,2225.985,0.7000000000000001,0.2,0.4375,2.0,7
49,PGF,2058.3850000000007,30,1,2140.985,1.4000000000000001,0.2,0.4375,1.0,7
50,PGF,2142.2000000000007,30,0,2225.0,1.4000000000000001,0.2,0.4375,1.0,7
51,PGF,2143.185000000001,30,1,2225.985,1.4000000000000001,0.2,0.4375,1.0,7
52,PGF,1974.3750000000007,30,2,2056.975,0.64,0.2,0.5,2.5,8
53,PGF,2143.185000000001,30,1,2225.985,0.46666666666666673,0.2,0.4375,3.0,7
54,PGF,2143.185000000001,30,1,2225.985,1.4000000000000001,0.2,0.4375,1.0,7
55,PGF,2143.2000000000007,30,1,2226.0,0.35000000000000003,0.2,0.4375,4.0,7
56,PGF,2143.1750000000006,30,1,2225.975,0.7000000000000001,0.2,0.4375,2.0,7
57,PGF,2142.1750000000006,30,0,2224.975,1.4000000000000001,0.2,0.4375,1.0,7
58,PGF,2143.2000000000007,30,1,2226.0,1.4000000000000001,0.2,0.4375,1.0,7
59,PGF,1974.3750000000007,30,2,2056.975,0.4,0.2,0.5,4.0,8
60,PGF,2142.1750000000006,30,0,2224.975,1.4000000000000001,0.2,0.4375,1.0,7
61,PGF,2142.1750000000006,30,0,2224.975,1.4000000000000001,0.2,0.4375,1.0,7
62,PGF,2143.1750000000006,30,1,2225.975,0.46666666666666673,0.2,0.4375,3.0,7
