episode,agent,total_reward,steps,resources_collected,final_resources,D_effective,rho,p_acceso,tau_consumo,cells_visited
1,PGF,18.580000000000002,30,0,99.97999999999999,0.7000000000000001,0.1,0.4375,1.0,7
2,PGF,19.400000000000002,30,1,101.0,0.7000000000000001,0.1,0.4375,1.0,7
3,PGF,109.4,6,0,185.0,0.6000000000000001,0.1,0.375,1.0,6
4,PGF,112.4,6,3,188.0,0.18000000000000002,0.1,0.375,3.3333333333333335,6
5,PGF,19.180000000000003,30,1,100.97999999999999,0.6000000000000001,0.1,0.375,1.0,6
6,PGF,18.175000000000004,30,0,99.975,0.7000000000000001,0.1,0.4375,1.0,7
7,PGF,103.47500000000001,27,0,184.975,0.7000000000000001,0.1,0.4375,1.0,7
8,PGF,19.185000000000002,30,1,100.985,0.17500000000000002,0.1,0.4375,4.0,7
9,PGF,109.39,6,0,184.99,0.6000000000000001,0.1,0.375,1.0,6
10,PGF,112.4,6,3,188.0,0.2571428571428572,0.1,0.375,2.3333333333333335,6
11,PGF,110.4,6,1,186.0,0.20000000000000004,0.1,0.375,3.0,6
12,PGF,109.0,8,0,185.0,0.6000000000000001,0.1,0.375,1.0,6
13,PGF,111.4,6,2,187.0,0.6000000000000001,0.1,0.375,1.0,6
14,PGF,111.4,6,2,187.0,0.24000000000000005,0.1,0.375,2.5,6
15,PGF,110.4,6,1,186.0,0.30000000000000004,0.1,0.375,2.0,6
16,PGF,104.385,24,0,184.985,0.7000000000000001,0.1,0.4375,1.0,7
17,PGF,109.4,6,0,185.0,0.6000000000000001,0.1,0.375,1.0,6
18,PGF,111.0,8,2,187.0,0.30000000000000004,0.1,0.375,2.0,6
19,PGF,109.4,6,0,185.0,0.6000000000000001,0.1,0.375,1.0,6
20,PGF,103.10000000000001,27,0,185.0,0.6000000000000001,0.1,0.375,1.0,6
21,PGF,109.4,6,0,185.0,0.6000000000000001,0.1,0.375,1.0,6
22,PGF,111.4,6,2,187.0,0.24000000000000005,0.1,0.375,2.5,6
23,PGF,110.4,6,1,186.0,0.6000000000000001,0.1,0.375,1.0,6
24,PGF,109.4,6,0,185.0,0.6000000000000001,0.1,0.375,1.0,6
25,PGF,110.39,6,1,185.99,0.6000000000000001,0.1,0.375,1.0,6
26,PGF,107.08500000000001,17,1,185.985,0.30000000000000004,0.1,0.375,2.0,6
27,PGF,109.375,6,0,184.975,0.6000000000000001,0.1,0.375,1.0,6
28,PGF,110.10000000000001,7,1,186.0,0.20000000000000004,0.1,0.375,3.0,6
29,PGF,109.385,6,0,184.985,0.6000000000000001,0.1,0.375,1.0,6
30,PGF,110.385,6,1,185.985,0.15000000000000002,0.1,0.375,4.0,6
31,PGF,110.385,6,1,185.985,0.30000000000000004,0.1,0.375,2.0,6
32,PGF,111.4,6,2,187.0,0.30000000000000004,0.1,0.375,2.0,6
33,PGF,110.385,6,1,185.985,0.20000000000000004,0.1,0.375,3.0,6
34,PGF,111.4,6,2,187.0,0.17142857142857146,0.1,0.375,3.5,6
35,PGF,110.4,6,1,186.0,0.15000000000000002,0.1,0.375,4.0,6
36,PGF,112.4,6,3,188.0,0.30000000000000004,0.1,0.375,2.0,6
37,PGF,112.4,6,3,188.0,0.20000000000000004,0.1,0.375,3.0,6
38,PGF,110.385,6,1,185.985,0.6000000000000001,0.1,0.375,1.0,6
39,PGF,108.985,8,0,184.985,0.6000000000000001,0.1,0.375,1.0,6
