episode,agent,total_reward,steps,resources_collected,final_resources,D_effective,rho,p_acceso,tau_consumo,cells_visited
1,PGF,19.0,30,1,101.0,1.2,0.3,0.25,1.0,4
2,PGF,20.0,30,2,102.0,0.48,0.3,0.25,2.5,4
3,PGF,18.8,30,1,101.0,1.5,0.3,0.3125,1.0,5
4,PGF,18.200000000000003,30,0,100.0,1.7999999999999998,0.3,0.375,1.0,6
5,PGF,19.6,30,2,102.0,0.7999999999999999,0.3,0.25,1.5,4
6,PGF,17.6,30,0,100.0,1.2,0.3,0.25,1.0,4
7,PGF,18.6,30,1,101.0,0.6,0.3,0.25,2.0,4
8,PGF,18.800000000000004,30,1,101.0,1.5,0.3,0.3125,1.0,5
9,PGF,17.6,30,0,100.0,1.2,0.3,0.25,1.0,4
10,PGF,18.6,30,1,101.0,1.2,0.3,0.25,1.0,4
11,PGF,19.6,30,2,102.0,1.2,0.3,0.25,1.0,4
12,PGF,18.6,30,1,101.0,1.2,0.3,0.25,1.0,4
13,PGF,19.8,30,2,102.0,0.6,0.3,0.25,2.0,4
14,PGF,18.6,30,1,101.0,1.2,0.3,0.25,1.0,4
15,PGF,17.6,30,0,100.0,1.2,0.3,0.25,1.0,4
16,PGF,18.6,30,1,101.0,0.39999999999999997,0.3,0.25,3.0,4
17,PGF,18.6,30,1,101.0,0.6,0.3,0.25,2.0,4
18,PGF,19.6,30,2,102.0,1.2,0.3,0.25,1.0,4
19,PGF,18.800000000000004,30,1,101.0,1.2,0.3,0.25,1.0,4
20,PGF,20.8,30,3,103.0,1.125,0.3,0.3125,1.3333333333333333,5
21,PGF,20.6,30,3,103.0,0.6,0.3,0.25,2.0,4
22,PGF,17.6,30,0,100.0,1.2,0.3,0.25,1.0,4
23,PGF,18.6,30,1,101.0,1.2,0.3,0.25,1.0,4
24,PGF,18.800000000000004,30,1,101.0,0.75,0.3,0.3125,2.0,5
25,PGF,20.200000000000003,30,2,102.0,0.72,0.3,0.375,2.5,6
26,PGF,17.6,30,0,100.0,1.2,0.3,0.25,1.0,4
27,PGF,19.6,30,2,102.0,0.7999999999999999,0.3,0.25,1.5,4
28,PGF,20.6,30,3,103.0,0.6,0.3,0.25,2.0,4
29,PGF,20.6,30,3,103.0,0.9,0.3,0.25,1.3333333333333333,4
30,PGF,19.6,30,2,102.0,0.6,0.3,0.25,2.0,4
31,PGF,18.6,30,1,101.0,0.6,0.3,0.25,2.0,4
32,PGF,17.800000000000004,30,0,100.0,1.5,0.3,0.3125,1.0,5
33,PGF,17.800000000000004,30,0,100.0,1.5,0.3,0.3125,1.0,5
34,PGF,698.2,30,1,781.0,2.1,0.3,0.4375,1.0,7
35,PGF,18.790000000000003,30,1,100.99,1.5,0.3,0.3125,1.0,5
36,PGF,17.6,30,0,100.0,1.2,0.3,0.25,1.0,4
37,PGF,18.990000000000002,30,1,100.99,0.8999999999999999,0.3,0.375,2.0,6
38,PGF,103.185,30,1,185.985,0.8999999999999999,0.3,0.375,2.0,6
39,PGF,2143.2000000000007,30,1,2226.0,0.525,0.3,0.4375,4.0,7
40,PGF,1973.1850000000006,30,1,2055.985,0.7000000000000001,0.3,0.4375,3.0,7
41,PGF,2144.185000000001,30,2,2226.985,0.8400000000000001,0.3,0.4375,2.5,7
