episode,agent,total_reward,steps,resources_collected,final_resources,D_effective,rho,p_acceso,tau_consumo,cells_visited
1,PGF,20.0,30,2,102.0,2.0,0.4,0.3125,1.0,5
2,PGF,20.200000000000003,30,2,102.0,1.12,0.4,0.4375,2.5,7
3,PGF,18.800000000000004,30,0,100.0,1.6,0.4,0.25,1.0,4
4,PGF,20.79,30,2,101.99,0.9600000000000002,0.4,0.375,2.5,6
5,PGF,24.069999999999997,30,5,104.86999999999993,2.0,0.4,0.3125,1.0,5
6,PGF,26.0,30,6,106.0,0.64,0.4,0.25,2.5,4
7,PGF,27.2,30,7,107.0,1.0500000000000003,0.4,0.1875,1.1428571428571428,3
8,PGF,26.169999999999998,30,6,105.96999999999998,1.2,0.4,0.4375,2.3333333333333335,7
9,PGF,19.985000000000003,30,1,100.985,1.2,0.4,0.5625,3.0,9
10,PGF,23.18,30,4,103.97999999999999,1.6,0.4,0.6875,2.75,11
11,PGF,22.4,30,2,102.0,0.6000000000000001,0.4,0.375,4.0,6
12,PGF,530.895,30,2,611.895,1.28,0.4,0.5,2.5,8
13,PGF,1378.2000000000003,30,1,1461.0,0.9333333333333335,0.4,0.4375,3.0,7
14,PGF,698.19,30,1,780.99,0.7000000000000001,0.4,0.4375,4.0,7
15,PGF,17.975,30,0,99.975,2.4000000000000004,0.4,0.375,1.0,6
16,PGF,1124.39,30,2,1206.99,2.8000000000000003,0.4,0.4375,1.0,7
17,PGF,2142.1750000000006,30,0,2224.975,2.8000000000000003,0.4,0.4375,1.0,7
18,PGF,2143.185000000001,30,1,2225.985,2.8000000000000003,0.4,0.4375,1.0,7
19,PGF,2143.1750000000006,30,1,2225.975,1.4000000000000001,0.4,0.4375,2.0,7
20,PGF,18.000000000000004,30,0,100.0,2.4000000000000004,0.4,0.375,1.0,6
21,PGF,443.2,30,1,526.0,2.8000000000000003,0.4,0.4375,1.0,7
22,PGF,2143.1750000000006,30,1,2225.975,1.4000000000000001,0.4,0.4375,2.0,7
23,PGF,2143.1750000000006,30,1,2225.975,1.4000000000000001,0.4,0.4375,2.0,7
24,PGF,2142.1750000000006,30,0,2224.975,2.8000000000000003,0.4,0.4375,1.0,7
25,PGF,2143.1750000000006,30,1,2225.975,2.8000000000000003,0.4,0.4375,1.0,7
26,PGF,2144.1750000000006,30,2,2226.975,1.866666666666667,0.4,0.4375,1.5,7
27,PGF,2143.185000000001,30,1,2225.985,1.4000000000000001,0.4,0.4375,2.0,7
28,PGF,2142.1750000000006,30,0,2224.975,2.8000000000000003,0.4,0.4375,1.0,7
29,PGF,2143.1750000000006,30,1,2225.975,1.4000000000000001,0.4,0.4375,2.0,7
30,PGF,2145.1750000000006,30,3,2227.975,1.4000000000000001,0.4,0.4375,2.0,7
31,PGF,2143.1750000000006,30,1,2225.975,1.4000000000000001,0.4,0.4375,2.0,7
32,PGF,2143.1750000000006,30,1,2225.975,0.9333333333333335,0.4,0.4375,3.0,7
33,PGF,2143.185000000001,30,1,2225.985,1.4000000000000001,0.4,0.4375,2.0,7
34,PGF,2144.1750000000006,30,2,2226.975,1.866666666666667,0.4,0.4375,1.5,7
35,PGF,2143.1750000000006,30,1,2225.975,2.8000000000000003,0.4,0.4375,1.0,7
36,PGF,2143.185000000001,30,1,2225.985,1.4000000000000001,0.4,0.4375,2.0,7
37,PGF,2142.1750000000006,30,0,2224.975,2.8000000000000003,0.4,0.4375,1.0,7
38,PGF,2143.1750000000006,30,1,2225.975,1.4000000000000001,0.4,0.4375,2.0,7
39,PGF,2144.185000000001,30,2,2226.985,2.8000000000000003,0.4,0.4375,1.0,7
40,PGF,2144.185000000001,30,2,2226.985,2.8000000000000003,0.4,0.4375,1.0,7
41,PGF,2145.185000000001,30,3,2227.985,1.6800000000000002,0.4,0.4375,1.6666666666666667,7
42,PGF,2143.185000000001,30,1,2225.985,1.4000000000000001,0.4,0.4375,2.0,7
43,PGF,2143.185000000001,30,1,2225.985,1.4000000000000001,0.4,0.4375,2.0,7
