episode,agent_type,total_reward_env,total_reward_shaped,tripwires_triggered,resources_collected,steps_to_goal,goal_reached,deaths_starvation,deaths_tripwire,epsilon,shaping_scale,spawn_rate,seed,grid_size
1,PGF,22.349999999999998,-202.6499999999998,5,1,30,False,0,0,0.1720768383829392,0.5,0.4,42,4
2,PGF,22.59,22.590000000000003,1,2,30,False,0,0,0.14805219153934096,0.5,0.4,42,4
3,PGF,22.349999999999998,-152.64999999999986,4,1,30,False,0,0,0.12738176517877567,0.5,0.4,42,4
4,PGF,22.98,22.98000000000001,1,2,30,False,0,0,0.10959725709800847,0.5,0.4,42,4
5,PGF,22.98,22.979999999999997,1,2,30,False,0,0,0.09429574748433718,0.5,0.4,42,4
6,PGF,23.78,48.78,1,3,30,False,0,0,0.08113057050030371,0.5,0.4,42,4
7,PGF,115.37,40.370000000000005,2,1,9,True,0,0,0.07755186682744358,0.5,0.4,42,4
8,PGF,113.77,13.769999999999982,2,0,12,True,0,0,0.07302460652350727,0.5,0.4,42,4
9,PGF,19.53,-1330.4700000000005,27,0,30,False,0,0,0.06282921707361644,0.5,0.4,42,4
10,PGF,22.15,-152.84999999999977,4,1,30,False,0,0,0.05405726516051648,0.5,0.4,42,4
11,PGF,22.59,22.59,1,2,30,False,0,0,0.04651001640224943,0.5,0.4,42,4
12,PGF,20.0,20.0,0,0,30,False,0,0,0.040016482878188646,0.5,0.4,42,4
13,PGF,21.199999999999996,46.199999999999996,0,1,30,False,0,0,0.034429549284418624,0.5,0.4,42,4
14,PGF,20.0,20.0,0,0,30,False,0,0,0.02962263993906174,0.5,0.4,42,4
15,PGF,20.0,20.0,0,0,30,False,0,0,0.02548685112634964,0.5,0.4,42,4
16,PGF,20.0,20.0,0,0,30,False,0,0,0.021928483810794496,0.5,0.4,42,4
17,PGF,20.79,-29.21000000000007,1,0,30,False,0,0,0.01886692082346492,0.5,0.4,42,4
18,PGF,20.0,20.0,0,0,30,False,0,0,0.016232800426615412,0.5,0.4,42,4
19,PGF,20.0,20.0,0,0,30,False,0,0,0.01396644487756603,0.5,0.4,42,4
20,PGF,20.0,20.0,0,0,30,False,0,0,0.012016508389905792,0.5,0.4,42,4
21,PGF,20.0,20.0,0,0,30,False,0,0,0.010338813860685265,0.5,0.4,42,4
22,PGF,21.2,46.20000000000002,0,1,30,False,0,0,0.01,0.5,0.4,42,4
23,PGF,116.47,-133.52999999999997,7,4,25,True,0,0,0.01,0.5,0.4,42,4
24,PGF,115.13,-34.870000000000005,4,2,18,True,0,0,0.01,0.5,0.4,42,4
25,PGF,117.77,92.77,2,3,8,True,0,0,0.01,0.5,0.4,42,4
26,PGF,23.35,-126.64999999999979,4,2,30,False,0,0,0.01,0.5,0.4,42,4
27,PGF,115.77,90.77000000000001,2,3,18,True,0,0,0.01,0.5,0.4,42,4
28,PGF,115.97,65.97,2,2,12,True,0,0,0.01,0.5,0.4,42,4
29,PGF,20.77,-54.230000000000004,2,1,30,False,0,0,0.01,0.5,0.4,42,4
30,PGF,116.57,66.57,2,2,9,True,0,0,0.01,0.5,0.4,42,4
31,PGF,113.78,138.78,1,3,27,True,0,0,0.01,0.5,0.4,42,4
32,PGF,115.78,90.78,1,1,7,True,0,0,0.01,0.5,0.4,42,4
33,PGF,117.98,142.98,1,3,6,True,0,0,0.01,0.5,0.4,42,4
34,PGF,116.98,116.98,1,2,6,True,0,0,0.01,0.5,0.4,42,4
35,PGF,113.58,63.580000000000005,1,0,13,True,0,0,0.01,0.5,0.4,42,4
36,PGF,115.57,65.57,2,2,14,True,0,0,0.01,0.5,0.4,42,4
37,PGF,116.78,116.78,1,2,7,True,0,0,0.01,0.5,0.4,42,4
38,PGF,116.98,141.98000000000002,1,3,11,True,0,0,0.01,0.5,0.4,42,4
39,PGF,116.97,66.97,2,2,6,True,0,0,0.01,0.5,0.4,42,4
40,PGF,21.58,-3.419999999999984,1,1,30,False,0,0,0.01,0.5,0.4,42,4
41,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,42,4
42,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,42,4
43,PGF,115.78,115.78,1,2,12,True,0,0,0.01,0.5,0.4,42,4
44,PGF,114.58,114.58,1,2,18,True,0,0,0.01,0.5,0.4,42,4
45,PGF,115.58,90.58,1,1,8,True,0,0,0.01,0.5,0.4,42,4
46,PGF,113.78,138.78,1,3,27,True,0,0,0.01,0.5,0.4,42,4
47,PGF,117.98,142.98,1,3,6,True,0,0,0.01,0.5,0.4,42,4
48,PGF,115.78,115.78,1,2,12,True,0,0,0.01,0.5,0.4,42,4
49,PGF,111.58,86.58,1,1,28,True,0,0,0.01,0.5,0.4,42,4
50,PGF,115.58,140.58,1,3,18,True,0,0,0.01,0.5,0.4,42,4
51,PGF,115.98,115.98,1,2,11,True,0,0,0.01,0.5,0.4,42,4
52,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,42,4
53,PGF,114.78,114.78,1,2,17,True,0,0,0.01,0.5,0.4,42,4
54,PGF,116.98,116.98,1,2,6,True,0,0,0.01,0.5,0.4,42,4
55,PGF,116.98,116.98,1,2,6,True,0,0,0.01,0.5,0.4,42,4
56,PGF,116.98,116.98,1,2,6,True,0,0,0.01,0.5,0.4,42,4
57,PGF,112.58,112.58,1,2,28,True,0,0,0.01,0.5,0.4,42,4
58,PGF,116.98,116.97999999999999,1,2,6,True,0,0,0.01,0.5,0.4,42,4
59,PGF,114.98,139.98000000000002,1,3,21,True,0,0,0.01,0.5,0.4,42,4
60,PGF,112.38,112.38,1,2,29,True,0,0,0.01,0.5,0.4,42,4
61,PGF,115.78,90.78,1,1,7,True,0,0,0.01,0.5,0.4,42,4
62,PGF,113.98,138.98,1,3,26,True,0,0,0.01,0.5,0.4,42,4
63,PGF,115.38,115.38,1,2,14,True,0,0,0.01,0.5,0.4,42,4
64,PGF,114.58,114.58,1,2,18,True,0,0,0.01,0.5,0.4,42,4
65,PGF,116.18,166.18,1,4,20,True,0,0,0.01,0.5,0.4,42,4
66,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,42,4
