episode,agent_type,total_reward_env,total_reward_shaped,tripwires_triggered,resources_collected,steps_to_goal,goal_reached,deaths_starvation,deaths_tripwire,epsilon,shaping_scale,spawn_rate,seed,grid_size
1,PGF,21.450000000000003,-603.5500000000002,13,1,30,False,0,0,0.1720768383829392,0.5,0.4,456,4
2,PGF,23.47,-476.52999999999975,11,2,30,False,0,0,0.14805219153934096,0.5,0.4,456,4
3,PGF,20.77,-129.2299999999999,3,0,30,False,0,0,0.12738176517877567,0.5,0.4,456,4
4,PGF,21.77,-103.22999999999998,3,1,30,False,0,0,0.10959725709800847,0.5,0.4,456,4
5,PGF,20.779999999999998,-79.22000000000007,2,0,30,False,0,0,0.09429574748433718,0.5,0.4,456,4
6,PGF,20.58,-79.42000000000007,2,0,30,False,0,0,0.08113057050030371,0.5,0.4,456,4
7,PGF,23.14,-126.85999999999977,4,2,30,False,0,0,0.06980346033948207,0.5,0.4,456,4
8,PGF,19.39,-980.6100000000002,20,0,30,False,0,0,0.06005779381703479,0.5,0.4,456,4
9,PGF,21.77,-53.23000000000005,2,1,30,False,0,0,0.05167277640144891,0.5,0.4,456,4
10,PGF,20.0,20.0,0,0,30,False,0,0,0.04445843996814939,0.5,0.4,456,4
11,PGF,20.0,20.0,0,0,30,False,0,0,0.03825133894578426,0.5,0.4,456,4
12,PGF,22.51,-202.48999999999987,5,1,30,False,0,0,0.032910847348523745,0.5,0.4,456,4
13,PGF,20.0,20.0,0,0,30,False,0,0,0.028315972801187538,0.5,0.4,456,4
14,PGF,22.310000000000002,-202.68999999999986,5,1,30,False,0,0,0.02436261537682825,0.5,0.4,456,4
15,PGF,20.0,20.0,0,0,30,False,0,0,0.020961209143920925,0.5,0.4,456,4
16,PGF,20.0,20.0,0,0,30,False,0,0,0.018034692990847347,0.5,0.4,456,4
17,PGF,20.0,20.0,0,0,30,False,0,0,0.015516764755359819,0.5,0.4,456,4
18,PGF,20.0,20.0,0,0,30,False,0,0,0.01335037910517069,0.5,0.4,456,4
19,PGF,20.0,20.0,0,0,30,False,0,0,0.011486455138157128,0.5,0.4,456,4
20,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
21,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
22,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
23,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
24,PGF,20.58,-29.419999999999995,1,0,30,False,0,0,0.01,0.5,0.4,456,4
25,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
26,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
27,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
28,PGF,112.03,-737.9700000000001,17,0,20,True,0,0,0.01,0.5,0.4,456,4
29,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
30,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
31,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
32,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
33,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
34,PGF,20.77,-79.23000000000006,2,0,30,False,0,0,0.01,0.5,0.4,456,4
35,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
36,PGF,21.77,-53.23000000000002,2,1,30,False,0,0,0.01,0.5,0.4,456,4
37,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
38,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
39,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
40,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
41,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
42,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
43,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
44,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
45,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
46,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
47,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
48,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
49,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
50,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
51,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
52,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
53,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
54,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
55,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
56,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
57,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
58,PGF,20.189999999999998,-29.810000000000027,1,0,30,False,0,0,0.01,0.5,0.4,456,4
59,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
60,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
61,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
62,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
63,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
64,PGF,111.57,11.569999999999993,2,0,23,True,0,0,0.01,0.5,0.4,456,4
65,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
66,PGF,20.97,-79.03000000000002,2,0,30,False,0,0,0.01,0.5,0.4,456,4
67,PGF,113.97,63.97,2,2,21,True,0,0,0.01,0.5,0.4,456,4
68,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
69,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
70,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
71,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
72,PGF,20.189999999999998,-29.810000000000034,1,0,30,False,0,0,0.01,0.5,0.4,456,4
73,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
74,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
75,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
76,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
77,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
78,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
79,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
80,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
81,PGF,113.17999999999999,88.18,2,3,30,True,0,0,0.01,0.5,0.4,456,4
82,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
83,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
84,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
85,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
86,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
87,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
88,PGF,115.57,65.57000000000001,2,2,13,True,0,0,0.01,0.5,0.4,456,4
89,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
90,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
91,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
92,PGF,110.57,10.570000000000007,2,0,28,True,0,0,0.01,0.5,0.4,456,4
93,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
94,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
95,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
96,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
97,PGF,113.57,38.57000000000001,2,1,18,True,0,0,0.01,0.5,0.4,456,4
98,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
99,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
100,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
101,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
102,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
103,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
104,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
105,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
106,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
107,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
108,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
109,PGF,113.57,-36.42999999999998,3,0,13,True,0,0,0.01,0.5,0.4,456,4
110,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
111,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
112,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
113,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
114,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
115,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
116,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
117,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
118,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
119,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
120,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
121,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
122,PGF,112.17,37.17,2,1,25,True,0,0,0.01,0.5,0.4,456,4
123,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
124,PGF,116.37,66.37,2,2,9,True,0,0,0.01,0.5,0.4,456,4
125,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
126,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
127,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
128,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
129,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
130,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
131,PGF,114.37,39.370000000000005,2,1,14,True,0,0,0.01,0.5,0.4,456,4
132,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
133,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
134,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
135,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
136,PGF,116.57,66.57000000000001,2,2,8,True,0,0,0.01,0.5,0.4,456,4
137,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
138,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
139,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
140,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
141,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
142,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
143,PGF,20.0,20.0,0,0,30,False,0,0,0.01,0.5,0.4,456,4
