episode,agent_type,total_reward_env,total_reward_shaped,tripwires_triggered,resources_collected,steps_to_goal,goal_reached,deaths_starvation,deaths_tripwire,epsilon,shaping_scale,spawn_rate,seed,grid_size
1,PGF,21.57,-28.43000000000003,1,1,30,False,0,0,0.1720768383829392,1.0,0.25,456,4
2,PGF,23.78,123.78000000000014,1,4,30,False,0,0,0.14805219153934096,1.0,0.25,456,4
3,PGF,20.0,20.0,0,0,30,False,0,0,0.12738176517877567,1.0,0.25,456,4
4,PGF,20.4,20.4,0,0,30,False,0,0,0.10959725709800847,1.0,0.25,456,4
5,PGF,21.2,71.19999999999999,0,1,30,False,0,0,0.09429574748433718,1.0,0.25,456,4
6,PGF,20.0,20.0,0,0,30,False,0,0,0.08113057050030371,1.0,0.25,456,4
7,PGF,22.4,72.39999999999995,0,1,30,False,0,0,0.06980346033948207,1.0,0.25,456,4
8,PGF,24.400000000000002,124.39999999999995,0,2,30,False,0,0,0.06005779381703479,1.0,0.25,456,4
9,PGF,21.6,21.6,0,0,30,False,0,0,0.05167277640144891,1.0,0.25,456,4
10,PGF,21.4,71.39999999999992,0,1,30,False,0,0,0.04445843996814939,1.0,0.25,456,4
11,PGF,20.4,20.4,0,0,30,False,0,0,0.03825133894578426,1.0,0.25,456,4
12,PGF,22.07,-1227.9300000000003,13,1,30,False,0,0,0.032910847348523745,1.0,0.25,456,4
13,PGF,26.2,176.2,0,3,30,False,0,0,0.028315972801187538,1.0,0.25,456,4
14,PGF,26.19,76.18999999999997,1,3,30,False,0,0,0.02436261537682825,1.0,0.25,456,4
15,PGF,27.2,227.2,0,4,30,False,0,0,0.020961209143920925,1.0,0.25,456,4
16,PGF,23.0,72.99999999999999,0,1,30,False,0,0,0.018034692990847347,1.0,0.25,456,4
17,PGF,26.2,176.2,0,3,30,False,0,0,0.015516764755359819,1.0,0.25,456,4
18,PGF,28.17,328.17000000000013,0,6,30,False,0,0,0.01335037910517069,1.0,0.25,456,4
19,PGF,25.0,124.99999999999996,0,2,30,False,0,0,0.011486455138157128,1.0,0.25,456,4
20,PGF,27.19,227.19000000000005,0,4,30,False,0,0,0.01,1.0,0.25,456,4
21,PGF,29.990000000000002,379.99000000000007,0,7,30,False,0,0,0.01,1.0,0.25,456,4
22,PGF,27.18,227.18000000000012,0,4,30,False,0,0,0.01,1.0,0.25,456,4
