episode,agent_type,total_reward_env,total_reward_shaped,tripwires_triggered,resources_collected,steps_to_goal,goal_reached,deaths_starvation,deaths_tripwire,epsilon,shaping_scale,spawn_rate,seed,grid_size
1,PGF,21.57,21.57,1,1,30,False,0,0,0.1720768383829392,0.0,0.25,456,4
2,PGF,24.79,24.79,0,4,30,False,0,0,0.14805219153934096,0.0,0.25,456,4
3,PGF,20.0,20.0,0,0,30,False,0,0,0.12738176517877567,0.0,0.25,456,4
4,PGF,111.58,111.58,22,1,30,True,0,0,0.10959725709800847,0.0,0.25,456,4
5,PGF,115.98,115.98,2,1,6,True,0,0,0.10635016538875826,0.0,0.25,456,4
6,PGF,23.2,23.2,0,2,30,False,0,0,0.09150200110800105,0.0,0.25,456,4
7,PGF,113.8,113.8,0,3,27,True,0,0,0.07991968659426536,0.0,0.25,456,4
8,PGF,24.18,24.18,2,3,30,False,0,0,0.06876163496848275,0.0,0.25,456,4
9,PGF,116.8,116.8,0,3,13,True,0,0,0.0644237861084092,0.0,0.25,456,4
10,PGF,117.0,117.0,0,2,6,True,0,0,0.06251507098824835,0.0,0.25,456,4
11,PGF,116.8,116.8,0,3,12,True,0,0,0.05886561661840586,0.0,0.25,456,4
12,PGF,115.99,115.99,1,1,6,True,0,0,0.057121576112806376,0.0,0.25,456,4
13,PGF,115.59,115.59,1,1,8,True,0,0,0.05487630080963793,0.0,0.25,456,4
14,PGF,22.06,22.06,14,2,30,False,0,0,0.047214701727368115,0.0,0.25,456,4
15,PGF,111.0,111.0,20,0,25,True,0,0,0.04165376562867389,0.0,0.25,456,4
16,PGF,114.99,114.99,1,0,6,True,0,0,0.04041966907723405,0.0,0.25,456,4
17,PGF,116.0,116.0,0,1,6,True,0,0,0.03922213570982547,0.0,0.25,456,4
18,PGF,118.0,118.0,0,3,6,True,0,0,0.03806008225105534,0.0,0.25,456,4
19,PGF,117.0,117.0,0,2,6,True,0,0,0.03693245752026244,0.0,0.25,456,4
20,PGF,115.98,115.98,2,1,6,True,0,0,0.03583824148063075,0.0,0.25,456,4
21,PGF,116.0,116.0,0,1,6,True,0,0,0.03477644431647547,0.0,0.25,456,4
22,PGF,119.0,119.0,0,4,6,True,0,0,0.03374610553786674,0.0,0.25,456,4
23,PGF,115.99,115.99,0,1,6,True,0,0,0.03274629311178113,0.0,0.25,456,4
24,PGF,114.99,114.99,0,0,6,True,0,0,0.03177610261899486,0.0,0.25,456,4
25,PGF,115.98,115.98,1,1,6,True,0,0,0.030834656435956245,0.0,0.25,456,4
26,PGF,115.99,115.99,0,1,6,True,0,0,0.029921102940897188,0.0,0.25,456,4
27,PGF,115.0,115.0,0,0,6,True,0,0,0.02903461574346555,0.0,0.25,456,4
28,PGF,116.0,116.0,0,1,6,True,0,0,0.0281743929371816,0.0,0.25,456,4
29,PGF,115.99,115.99,1,1,6,True,0,0,0.027339656374042353,0.0,0.25,456,4
30,PGF,114.99,114.99,1,0,6,True,0,0,0.0265296509606175,0.0,0.25,456,4
31,PGF,117.0,117.0,0,2,6,True,0,0,0.025743643975000268,0.0,0.25,456,4
32,PGF,117.0,117.0,0,2,6,True,0,0,0.024980924403995318,0.0,0.25,456,4
33,PGF,115.99,115.99,1,1,6,True,0,0,0.02424080229994411,0.0,0.25,456,4
34,PGF,116.0,116.0,0,1,6,True,0,0,0.0235226081566059,0.0,0.25,456,4
35,PGF,115.0,115.0,0,0,6,True,0,0,0.02282569230352983,0.0,0.25,456,4
36,PGF,117.0,117.0,0,2,6,True,0,0,0.02214942431837024,0.0,0.25,456,4
37,PGF,117.0,117.0,0,2,6,True,0,0,0.021493192456613623,0.0,0.25,456,4
38,PGF,115.0,115.0,0,0,6,True,0,0,0.02085640309820132,0.0,0.25,456,4
39,PGF,117.0,117.0,0,2,6,True,0,0,0.02023848021054741,0.0,0.25,456,4
40,PGF,115.0,115.0,0,0,6,True,0,0,0.01963886482746601,0.0,0.25,456,4
41,PGF,115.6,115.6,0,1,9,True,0,0,0.018772586219347596,0.0,0.25,456,4
42,PGF,118.0,118.0,0,3,6,True,0,0,0.01821640159677518,0.0,0.25,456,4
43,PGF,115.99,115.99,1,1,6,True,0,0,0.017676695328904212,0.0,0.25,456,4
44,PGF,115.0,115.0,0,0,6,True,0,0,0.01715297920343496,0.0,0.25,456,4
45,PGF,117.0,117.0,0,2,6,True,0,0,0.016644779472573017,0.0,0.25,456,4
46,PGF,115.0,115.0,0,0,6,True,0,0,0.016151636424482335,0.0,0.25,456,4
47,PGF,114.99,114.99,1,0,6,True,0,0,0.015673103967434984,0.0,0.25,456,4
48,PGF,116.99,116.99,1,2,6,True,0,0,0.015208749226281525,0.0,0.25,456,4
49,PGF,116.0,116.0,0,1,6,True,0,0,0.014758152150876966,0.0,0.25,456,4
50,PGF,117.99,117.99,1,3,6,True,0,0,0.014320905136108049,0.0,0.25,456,4
51,PGF,116.99,116.99,1,2,6,True,0,0,0.0138966126531782,0.0,0.25,456,4
52,PGF,115.99,115.99,1,1,6,True,0,0,0.013484890891816561,0.0,0.25,456,4
53,PGF,116.8,116.8,0,2,8,True,0,0,0.012954840873141938,0.0,0.25,456,4
54,PGF,115.0,115.0,0,0,6,True,0,0,0.012571021446381858,0.0,0.25,456,4
55,PGF,115.0,115.0,0,0,6,True,0,0,0.012198573626096994,0.0,0.25,456,4
56,PGF,118.0,118.0,0,3,6,True,0,0,0.011837160500122899,0.0,0.25,456,4
57,PGF,117.0,117.0,0,2,6,True,0,0,0.011486455138157128,0.0,0.25,456,4
58,PGF,116.0,116.0,0,1,6,True,0,0,0.011146140296021703,0.0,0.25,456,4
59,PGF,117.0,117.0,0,2,6,True,0,0,0.010815908128687568,0.0,0.25,456,4
60,PGF,117.0,117.0,0,2,6,True,0,0,0.010495459911801388,0.0,0.25,456,4
61,PGF,116.0,116.0,0,1,6,True,0,0,0.010184505771462805,0.0,0.25,456,4
62,PGF,117.0,117.0,0,2,6,True,0,0,0.01,0.0,0.25,456,4
63,PGF,115.0,115.0,0,0,6,True,0,0,0.01,0.0,0.25,456,4
64,PGF,116.0,116.0,0,1,6,True,0,0,0.01,0.0,0.25,456,4
65,PGF,116.0,116.0,0,1,6,True,0,0,0.01,0.0,0.25,456,4
66,PGF,117.0,117.0,0,2,6,True,0,0,0.01,0.0,0.25,456,4
67,PGF,116.0,116.0,0,1,6,True,0,0,0.01,0.0,0.25,456,4
68,PGF,117.0,117.0,0,2,6,True,0,0,0.01,0.0,0.25,456,4
69,PGF,116.0,116.0,0,1,6,True,0,0,0.01,0.0,0.25,456,4
70,PGF,117.0,117.0,0,2,6,True,0,0,0.01,0.0,0.25,456,4
71,PGF,116.0,116.0,0,1,6,True,0,0,0.01,0.0,0.25,456,4
72,PGF,116.0,116.0,0,1,6,True,0,0,0.01,0.0,0.25,456,4
73,PGF,115.0,115.0,0,0,6,True,0,0,0.01,0.0,0.25,456,4
74,PGF,117.0,117.0,0,2,6,True,0,0,0.01,0.0,0.25,456,4
75,PGF,116.0,116.0,0,1,6,True,0,0,0.01,0.0,0.25,456,4
76,PGF,117.0,117.0,0,2,6,True,0,0,0.01,0.0,0.25,456,4
77,PGF,118.0,118.0,0,3,6,True,0,0,0.01,0.0,0.25,456,4
78,PGF,116.0,116.0,0,1,6,True,0,0,0.01,0.0,0.25,456,4
79,PGF,117.0,117.0,0,2,6,True,0,0,0.01,0.0,0.25,456,4
80,PGF,116.0,116.0,0,1,6,True,0,0,0.01,0.0,0.25,456,4
81,PGF,117.0,117.0,0,2,6,True,0,0,0.01,0.0,0.25,456,4
82,PGF,115.99,115.99,1,1,6,True,0,0,0.01,0.0,0.25,456,4
83,PGF,118.0,118.0,0,3,6,True,0,0,0.01,0.0,0.25,456,4
84,PGF,116.98,116.98,1,2,6,True,0,0,0.01,0.0,0.25,456,4
85,PGF,118.0,118.0,0,3,6,True,0,0,0.01,0.0,0.25,456,4
86,PGF,115.98,115.98,1,1,6,True,0,0,0.01,0.0,0.25,456,4
87,PGF,114.98,114.98,1,0,6,True,0,0,0.01,0.0,0.25,456,4
88,PGF,117.0,117.0,0,2,6,True,0,0,0.01,0.0,0.25,456,4
89,PGF,116.0,116.0,0,1,6,True,0,0,0.01,0.0,0.25,456,4
90,PGF,117.0,117.0,0,2,6,True,0,0,0.01,0.0,0.25,456,4
91,PGF,116.0,116.0,0,1,6,True,0,0,0.01,0.0,0.25,456,4
92,PGF,117.0,117.0,0,2,6,True,0,0,0.01,0.0,0.25,456,4
93,PGF,118.0,118.0,0,3,6,True,0,0,0.01,0.0,0.25,456,4
94,PGF,115.0,115.0,0,0,6,True,0,0,0.01,0.0,0.25,456,4
95,PGF,117.0,117.0,0,2,6,True,0,0,0.01,0.0,0.25,456,4
96,PGF,116.0,116.0,0,1,6,True,0,0,0.01,0.0,0.25,456,4
97,PGF,116.0,116.0,0,1,6,True,0,0,0.01,0.0,0.25,456,4
98,PGF,117.0,117.0,0,2,6,True,0,0,0.01,0.0,0.25,456,4
99,PGF,116.0,116.0,0,1,6,True,0,0,0.01,0.0,0.25,456,4
100,PGF,115.0,115.0,0,0,6,True,0,0,0.01,0.0,0.25,456,4
101,PGF,117.0,117.0,0,2,6,True,0,0,0.01,0.0,0.25,456,4
102,PGF,117.0,117.0,0,2,6,True,0,0,0.01,0.0,0.25,456,4
103,PGF,114.99,114.99,1,0,6,True,0,0,0.01,0.0,0.25,456,4
104,PGF,117.0,117.0,0,2,6,True,0,0,0.01,0.0,0.25,456,4
105,PGF,115.99,115.99,1,1,6,True,0,0,0.01,0.0,0.25,456,4
106,PGF,116.99,116.99,1,2,6,True,0,0,0.01,0.0,0.25,456,4
107,PGF,116.0,116.0,0,1,6,True,0,0,0.01,0.0,0.25,456,4
108,PGF,116.0,116.0,0,1,6,True,0,0,0.01,0.0,0.25,456,4
109,PGF,115.0,115.0,0,0,6,True,0,0,0.01,0.0,0.25,456,4
110,PGF,115.99,115.99,1,1,6,True,0,0,0.01,0.0,0.25,456,4
111,PGF,117.0,117.0,0,2,6,True,0,0,0.01,0.0,0.25,456,4
112,PGF,115.99,115.99,1,1,6,True,0,0,0.01,0.0,0.25,456,4
113,PGF,116.0,116.0,0,1,6,True,0,0,0.01,0.0,0.25,456,4
114,PGF,114.99,114.99,1,0,6,True,0,0,0.01,0.0,0.25,456,4
115,PGF,116.0,116.0,0,1,6,True,0,0,0.01,0.0,0.25,456,4
116,PGF,116.99,116.99,1,2,6,True,0,0,0.01,0.0,0.25,456,4
117,PGF,117.0,117.0,0,2,6,True,0,0,0.01,0.0,0.25,456,4
118,PGF,117.0,117.0,0,2,6,True,0,0,0.01,0.0,0.25,456,4
119,PGF,114.99,114.99,1,0,6,True,0,0,0.01,0.0,0.25,456,4
120,PGF,113.19,113.19,1,0,15,True,0,0,0.01,0.0,0.25,456,4
121,PGF,114.99,114.99,1,0,6,True,0,0,0.01,0.0,0.25,456,4
122,PGF,116.99,116.99,1,2,6,True,0,0,0.01,0.0,0.25,456,4
123,PGF,116.99,116.99,1,2,6,True,0,0,0.01,0.0,0.25,456,4
124,PGF,115.99,115.99,1,1,6,True,0,0,0.01,0.0,0.25,456,4
125,PGF,114.98,114.98,2,0,6,True,0,0,0.01,0.0,0.25,456,4
126,PGF,115.99,115.99,1,1,6,True,0,0,0.01,0.0,0.25,456,4
127,PGF,115.99,115.99,1,1,6,True,0,0,0.01,0.0,0.25,456,4
128,PGF,114.99,114.99,1,0,6,True,0,0,0.01,0.0,0.25,456,4
129,PGF,114.99,114.99,1,0,6,True,0,0,0.01,0.0,0.25,456,4
130,PGF,116.99,116.99,1,2,6,True,0,0,0.01,0.0,0.25,456,4
131,PGF,117.99,117.99,1,3,6,True,0,0,0.01,0.0,0.25,456,4
132,PGF,112.19,112.19,1,2,30,True,0,0,0.01,0.0,0.25,456,4
133,PGF,114.99,114.99,1,0,6,True,0,0,0.01,0.0,0.25,456,4
134,PGF,117.99,117.99,1,3,6,True,0,0,0.01,0.0,0.25,456,4
135,PGF,117.99,117.99,1,3,6,True,0,0,0.01,0.0,0.25,456,4
136,PGF,114.99,114.99,1,0,6,True,0,0,0.01,0.0,0.25,456,4
137,PGF,116.99,116.99,1,2,6,True,0,0,0.01,0.0,0.25,456,4
138,PGF,116.99,116.99,1,2,6,True,0,0,0.01,0.0,0.25,456,4
139,PGF,116.99,116.99,1,2,6,True,0,0,0.01,0.0,0.25,456,4
140,PGF,116.99,116.99,1,2,6,True,0,0,0.01,0.0,0.25,456,4
141,PGF,115.99,115.99,1,1,6,True,0,0,0.01,0.0,0.25,456,4
142,PGF,116.99,116.99,1,2,6,True,0,0,0.01,0.0,0.25,456,4
143,PGF,115.79,115.79,1,1,7,True,0,0,0.01,0.0,0.25,456,4
144,PGF,114.79,114.79,1,0,7,True,0,0,0.01,0.0,0.25,456,4
145,PGF,115.99,115.99,1,1,6,True,0,0,0.01,0.0,0.25,456,4
146,PGF,116.99,116.99,1,2,6,True,0,0,0.01,0.0,0.25,456,4
147,PGF,20.77,20.77,23,1,30,False,0,0,0.01,0.0,0.25,456,4
148,PGF,115.99,115.99,1,1,6,True,0,0,0.01,0.0,0.25,456,4
149,PGF,115.99,115.99,1,1,6,True,0,0,0.01,0.0,0.25,456,4
150,PGF,115.99,115.99,1,1,6,True,0,0,0.01,0.0,0.25,456,4
151,PGF,113.59,113.59,1,0,13,True,0,0,0.01,0.0,0.25,456,4
152,PGF,115.99,115.99,1,1,6,True,0,0,0.01,0.0,0.25,456,4
