agent,risk_scale,n,median,iqr,pct_tripwires,cvar95,max_drawdown
control,1.2,8100,-58.205,0.6000000000000014,0.2857142857142857,-60.05576190476191,10898.771428571428
dqn_control,1.2,8100,-60.0,0.0,1.2380952380952381,-60.77745165945166,11517.326190476188
simbiosis,1.2,8100,-14.383482004545211,1.280000000000003,1.4285714285714286,-15.281622295024519,2683.5706774220635
