total_reward_env,total_reward_shaped,steps_to_goal,goal_reached,deaths_starvation,deaths_tripwire,resources_collected,tripwires_triggered,episode,shaping_scale,stage,episodes_in_stage,success_rate_last_25,epsilon,seed,transition_triggered
14.950000000000005,14.950000000000005,30,0,0,0,1,0,0,0.0,0,0,,0.8603841919146962,123,0
23.310000000000002,23.310000000000002,30,0,0,0,0,0,1,0.0,0,1,,0.7402609576967045,123,0
23.52,23.52,30,0,0,0,1,0,2,0.0,0,2,,0.6369088258938781,123,0
14.300000000000004,14.300000000000004,30,0,0,0,1,0,3,0.0,0,3,,0.547986285490042,123,0
22.39,22.39,30,0,0,0,0,0,4,0.0,0,4,,0.47147873742168567,123,0
22.93,22.93,30,0,0,0,0,0,5,0.0,0,5,,0.40565285250151817,123,0
22.39,22.39,30,0,0,0,0,0,6,0.0,0,6,,0.34901730169741024,123,0
22.18,22.18,30,0,0,0,0,0,7,0.0,0,7,,0.30028896908517405,123,0
20.96,20.96,30,0,0,0,0,0,8,0.0,0,8,,0.2583638820072446,123,0
21.39,21.39,30,0,0,0,0,0,9,0.0,0,9,,0.22229219984074702,123,0
21.57,21.57,30,0,0,0,0,0,10,0.0,0,10,,0.1912566947289212,123,0
21.6,21.6,30,0,0,0,0,0,11,0.0,0,11,,0.16455423674261854,123,0
20.58,20.58,30,0,0,0,0,0,12,0.0,0,12,,0.14157986400593744,123,0
21.36,21.36,30,0,0,0,0,0,13,0.0,0,13,,0.12181307688414106,123,0
21.56,21.56,30,0,0,0,0,0,14,0.0,0,14,,0.10480604571960442,123,0
21.59,21.59,30,0,0,0,0,0,15,0.0,0,15,,0.09017346495423652,123,0
21.39,21.39,30,0,0,0,0,0,16,0.0,0,16,,0.07758382377679894,123,0
22.39,22.39,30,0,0,0,1,0,17,0.0,0,17,,0.0667518955258533,123,0
22.59,22.59,30,0,0,0,1,0,18,0.0,0,18,,0.05743227569078546,123,0
21.39,21.39,30,0,0,0,0,0,19,0.0,0,19,,0.0494138221100385,123,0
22.39,22.39,30,0,0,0,1,0,20,0.0,0,20,,0.04251487140556204,123,0
22.39,22.39,30,0,0,0,1,0,21,0.0,0,21,,0.03657912327863173,123,0
23.79,23.79,30,0,0,0,2,0,22,0.0,0,22,,0.03147209942303359,123,0
22.39,22.39,30,0,0,0,1,0,23,0.0,0,23,,0.02707809682994571,123,0
23.18,23.18,30,0,0,0,1,0,24,0.0,0,24,,0.023297566459620722,123,0
22.39,22.39,30,0,0,0,0,0,25,0.0,0,25,0.0,0.020044857891939702,123,0
21.99,21.99,30,0,0,0,0,0,26,0.0,0,26,0.0,0.01724627885940145,123,0
21.79,21.79,30,0,0,0,0,0,27,0.0,0,27,0.0,0.014838425699981627,123,0
22.78,22.78,30,0,0,0,1,0,28,0.0,0,28,0.0,0.012766746905164949,123,0
21.59,21.59,30,0,0,0,0,0,29,0.0,0,29,0.0,0.01098430721937979,123,1
22.59,25.09,30,0,0,0,1,0,30,0.25,1,0,0.0,0.01,123,0
123.14,123.14,28,1,0,0,0,0,31,0.25,1,1,0.0,0.01,123,0
22.59,25.09,30,0,0,0,1,0,32,0.25,1,2,0.04,0.01,123,0
21.58,21.58,30,0,0,0,0,0,33,0.25,1,3,0.04,0.01,123,0
21.59,21.59,30,0,0,0,0,0,34,0.25,1,4,0.04,0.01,123,0
22.54,22.54,30,0,0,0,0,0,35,0.25,1,5,0.04,0.01,123,0
125.53,125.53,16,1,0,0,0,0,36,0.25,1,6,0.04,0.01,123,0
127.94,132.94,14,1,0,0,2,0,37,0.25,1,7,0.08,0.01,123,0
127.16,132.16,18,1,0,0,2,0,38,0.25,1,8,0.12,0.01,123,0
124.94,124.94,19,1,0,0,0,0,39,0.25,1,9,0.16,0.01,123,0
12.550000000000013,12.550000000000013,30,0,0,0,0,0,40,0.25,1,10,0.2,0.01,123,0
126.96,129.46,14,1,0,0,1,0,41,0.25,1,11,0.2,0.01,123,0
127.96,132.96,14,1,0,0,2,0,42,0.25,1,12,0.24,0.01,123,0
125.53,125.53,16,1,0,0,0,0,43,0.25,1,13,0.28,0.01,123,0
125.96,125.96,14,1,0,0,0,0,44,0.25,1,14,0.32,0.01,123,0
115.94,115.94,14,1,0,0,0,0,45,0.25,1,15,0.36,0.01,123,0
126.06,131.06,23,1,0,0,2,0,46,0.25,1,16,0.4,0.01,123,0
