seed,phase,grid_size,episodes,success_rate_total,success_last_100,gate,gate_passed,first_success_episode,convergence_episode
42,8x8,8,1000,0.552,0.54,10.0,True,64,-1
42,6x6,6,1000,0.675,0.78,20.0,True,4,-1
42,4x4,4,500,0.704,0.9,80.0,True,4,-1
