risk_scale,agent,avg_pgf_neto,avg_pgf_bruto,avg_pgf_costo,avg_tripwire,avg_reward
0.5,control,-0.19259104101614583,-0.05258104101614583,0.14001000000000002,0.014,-3.275
0.5,simbiosis,-0.49453411937756053,-0.12861339794850232,0.3659207214290582,0.133,-27.826161672318342
0.5,dqn_control,-0.5018083144354221,-0.12096759300636385,0.38084072142905817,0.129,-6.054025
1.0,control,-0.19661104101614582,-0.05258104101614583,0.14403,0.014,-3.415
1.0,simbiosis,-0.5280797824897447,-0.13184357441435846,0.39623620807538623,0.121,-28.901938415291436
1.0,dqn_control,-0.5374129603150712,-0.1279088653349231,0.4095040949801481,0.122,-8.104
1.5,control,-0.20063104101614584,-0.05258104101614583,0.14805000000000001,0.014,-3.555
1.5,simbiosis,-0.5974724280873405,-0.1412194610441887,0.45625296704315177,0.124,-34.260925248236994
1.5,dqn_control,-0.5445499739750951,-0.13280652915118782,0.41174344482390723,0.119,-11.060275
2.0,control,-0.20467089288567156,-0.05260089288567154,0.15206999999999998,0.014,-3.795
2.0,simbiosis,-0.5598510439431729,-0.12597585025539293,0.43387519368777994,0.105,-31.215478561421275
2.0,dqn_control,-0.5913260272349712,-0.13972977988871288,0.4515962473462584,0.109,-12.049125
3.0,control,-0.21055549209802032,-0.052494743798700616,0.15806074829931974,0.012,-3.92
3.0,simbiosis,-0.5706347423415064,-0.12070866681305842,0.449926075528448,0.078,-31.02308869060936
3.0,dqn_control,-0.49753436840205323,-0.1120134609683453,0.385520907433708,0.084,-11.636225
