seed,phase,grid_size,episodes,success_rate_total,success_last_100,gate,gate_passed,first_success_episode,convergence_episode
13,4x4,4,500,0.738,0.91,80.0,True,8,-1
13,6x6,6,1000,0.634,0.92,20.0,True,4,-1
13,8x8,8,1000,0.57,0.82,10.0,True,1,-1
